country,ISO3,Region,Product,PerPersonPerDay_g,Proportion,game_protein_kg_extra,kg_extra,Pasture_m2_kg_protein,sd_Pasture_m2_kg_protein,Crop_m2_kg_protein,sd_Crop_m2_kg_protein,extra_pasture_km,extra_pasture_km_sd,extra_crop_km,extra_crop_km_sd,extra_total_km
Burkina Faso,BFA,Western Africa,Bovine Meat (beef herd),2.262946,0.46742952655261366,832000,388901.36609177454,616.6711229946525,368.774746960966,111.46954022988484,89.42543572797405,239.82424216196907,143.41700287326816,43.35065647302424,34.77767411796129,283.1748986349933
Burkina Faso,BFA,Western Africa,Lamb & Mutton,1.1821,0.24417217350208295,832000,203151.248353733,694.447368421052,705.080351897271,63.3333333333333,49.1667231638093,141.07784981070145,143.23795367761997,12.866245729069751,9.98828118819026,153.9440955397712
Burkina Faso,BFA,Western Africa,Pig Meat,0.58283,0.1203881802573547,832000,100162.96597411911,0,0,100.852272727273,40.2166981799849,0,0,10.101662761594428,4.028223771393246,10.101662761594428
Burkina Faso,BFA,Western Africa,Poultry Meat,0.81338,0.16801011968794877,832000,139784.41958037336,0,0,59.8095238095238,20.40873170117705,0,0,8.360439571092806,2.8528227152206,8.360439571092806
Bulgaria,BGR,Eastern Europe,Bovine Meat (beef herd),1.2570354545129536,0.07708217516163213,2860.0000000000005,220.45502096226792,616.6711229946525,368.774746960966,111.46954022988484,89.42543572797405,0.13594824534661143,0.08129824457163481,0.02457401982803363,0.019714286307970463,0.16052226517464505
Bulgaria,BGR,Eastern Europe,Lamb & Mutton,0.693310890685996,0.04251424359230309,2860.0000000000005,121.59073667398685,694.447368421052,705.080351897271,63.3333333333333,49.1667231638093,0.08443836710762727,0.08573123940154308,0.007700746656019163,0.005978218089333546,0.09213911376364645
Bulgaria,BGR,Eastern Europe,Pig Meat,7.511529137160496,0.4606115146582305,2860.0000000000005,1317.3489319225396,0,0,100.852272727273,40.2166981799849,0,0,0.13285763375923376,0.052979424392854246,0.13285763375923376
Bahamas,BHS,Caribbean,Bovine Meat (beef herd),4.4394,0.1555151768646215,2080,323.4715678784127,616.6711229946525,368.774746960966,111.46954022988484,89.42543572797405,0.19947557502042174,0.1192881455934286,0.036057226948846645,0.028926585903137993,0.2355328019692684
Bahamas,BHS,Caribbean,Lamb & Mutton,0.93251,0.032666454380778524,2080,67.94622511201933,694.447368421052,705.080351897271,63.3333333333333,49.1667231638093,0.047185077223186225,0.047907548312073785,0.004303260923761223,0.0033406932401085225,0.05148833814694745
Bahamas,BHS,Caribbean,Poultry Meat,17.728,0.6210237994900235,2080,1291.729502939249,0,0,59.8095238095238,20.40873170117705,0,0,0.07725772646150936,0.026362560855981924,0.07725772646150936
Bolivia,BOL,South America,Lamb & Mutton,0.72982,0.033913086709422655,16250000,551087.6590281181,694.447368421052,705.080351897271,63.3333333333333,49.1667231638093,382.70137458139465,388.5610805537888,34.90221840511413,27.095174370427216,417.6035929865088
Brazil,BRA,South America,Lamb & Mutton,0.24601,0.008324410277911594,16250000,135271.6670160634,694.447368421052,705.080351897271,63.3333333333333,49.1667231638093,93.93905318123406,95.37739458141645,8.567205577684012,6.6508646040857835,102.50625875891808
Botswana,BWA,Southern Africa,Bovine Meat (beef herd),2.3863227615194553,0.38917800308551553,3016000,1173760.8573059149,616.6711229946525,368.774746960966,111.46954022988484,89.42543572797405,723.8244260020045,432.8533631456753,130.8385831037258,104.9640761050218,854.6630091057303
Botswana,BWA,Southern Africa,Lamb & Mutton,1.4412845363513354,0.23505464004294657,3016000,708924.7943695269,694.447368421052,705.080351897271,63.3333333333333,49.1667231638093,492.3109578583534,499.8489434827666,44.89857031007001,34.85550910872696,537.2095281684234
Botswana,BWA,Southern Africa,Pig Meat,0.4916877815617586,0.08018784049476632,3016000,241846.52693221523,0,0,100.852272727273,40.2166981799849,0,0,24.390771892311548,9.726268779510491,24.390771892311548
Botswana,BWA,Southern Africa,Poultry Meat,1.8124049205674504,0.2955795163767716,3016000,891467.8213923431,0,0,59.8095238095238,20.40873170117705,0,0,53.31826588898966,18.193727587029155,53.31826588898966
Central African Republic,CAF,Middle Africa,Bovine Meat (beef herd),6.262060997270285,0.6167306500201194,2600000,1603499.6900523105,616.6711229946525,368.774746960966,111.46954022988484,89.42543572797405,988.8319545861355,591.3301924510282,178.7413732088939,143.3936584725992,1167.5733277950294
Central African Republic,CAF,Middle Africa,Lamb & Mutton,2.0815011691009344,0.20500048939108878,2600000,533001.2724168309,694.447368421052,705.080351897271,63.3333333333333,49.1667231638093,370.14133099494046,375.80872471735233,33.75674725306594,26.20592600687643,403.8980782480064
Central African Republic,CAF,Middle Africa,Pig Meat,1.2936226098682995,0.12740481343324164,2600000,331252.51492642827,0,0,100.852272727273,40.2166981799849,0,0,33.40756897695522,13.321882414157109,33.40756897695522
