"ISO3","COUNTRY","country_extra_pasture_km","country_extra_arable_fallow_km","Median_total_glob_trans","Lower_total_glob_trans","Upper_total_glob_trans","Median_total_glob_occ","Lower_total_glob_occ","Upper_total_glob_occ","Median_total_reg_trans","Lower_total_reg_trans","Upper_total_reg_trans","Median_total_reg_occ","Lower_total_reg_occ","Upper_total_reg_occ"
"IRL","Ireland",5.15786591071044,2.94493519223984,0.00321387046054871,0,0.0134269834971982,7.73499619748766e-06,0,3.21669032094242e-05,1.60913329073081,0,7.89561610165423,0.00388339237096899,0,0.0185667636078164
"ETH","Ethiopia",6351.71831908282,1032.97755249215,3.19824339230305,0,22.0547119136414,0.0526079395252319,0,0.267245242719269,110.625080347928,0,622.990049422511,1.71236298698457,0,7.18632199467738
"CZE","Czechia",4.99767517091851,8.02115392510978,0.0197766926814571,0,0.0720847894657812,4.70294168993403e-05,0,0.000169354121904703,2.24399801424244,0,7.03898913490083,0.00543184953441321,0,0.0170115585456626
"FIN","Finland",6.80266387226053,4.89641545681891,0.0066009473856187,0,0.0394277984513496,1.18143690583037e-05,0,6.93934207096728e-05,0.451819576344009,0,2.59577502347184,0.000822291353980169,0,0.00479905960494636
"FRA","France",92.2222936029083,42.8480356550938,0.212727902483692,0,0.823067234748401,0.000623619338714874,0,0.00243285143179276,21.9401081935595,0,80.5623111989156,0.0651886698220459,0,0.249450303245195
"GMB","Gambia",39.2968802519418,12.5454899483361,0.01518185488469,0,0.113873428277566,0.000393229276096963,0,0.00158930238891502,0.867297562921157,0,5.97320794657153,0.0159083615171351,0,0.0808664893841095
"GAB","Gabon",355.391230936506,237.882998317761,1.58387506076652,0,10.9004199824671,0.0201544441275624,0,0.129716146269912,51.5428662793507,0,319.39070432018,0.660253639116265,0,3.83906758948358
"GEO","Georgia",1.10901065511797,0.521715325013201,0.0144882046116529,0,0.0558711103264981,3.64895829964146e-05,0,0.000140798564036065,0.491651600419218,0,2.15896117874874,0.00137458236960416,0,0.00588689108154444
"GHA","Ghana",1556.07790128727,657.655926990722,3.74809778911969,0,13.1643024576665,0.053942821913544,0,0.156523037258399,89.4470589198855,0,272.315604520351,1.26388207745547,0,3.20639999426334
"DEU","Germany",1087.55196876501,754.251177958479,1.91946704135985,0,6.91442944870234,0.00456930263457297,0,0.0163470451035927,272.895050890312,0,893.93387201888,0.65817965067005,0,2.16084203780649
"GRC","Greece",11.5909834633875,3.49864950483446,0.0344171963730106,0,0.160321270985016,0.000162037999576826,0,0.000743294613814512,2.97630790366956,0,12.2953061271947,0.0136394652599709,0,0.0560772519809121
"GIN","Guinea",361.269921511638,68.3584544804545,0.386675287898071,0,2.06010455557038,0.00608331324385055,0,0.0249424573070957,14.1670103088918,0,76.5059780836658,0.20432259739843,0,0.939817064724882
"GUY","Guyana",1497.39506584194,803.095432949835,5.28217589932354,0,61.5509897860345,0.064902906016087,0,0.744068300173213,186.946818854616,0,2133.47338635082,2.31719889114112,0,24.4026990769346
"IDN","Indonesia",0.0610480674414649,0.283407682212855,0.00808621441387666,0,0.0359793063228866,8.44594099775294e-05,0,0.00036019281008784,0.194260171341411,0,0.708575311646127,0.00192999517390334,0,0.0067720590108811
"IRN","Iran",161.355377951514,66.784684352284,0.500743692699026,0,2.13841643662446,0.00146488651915004,0,0.00692487724467283,21.6666511949549,0,100.329001534174,0.0708703118075623,0,0.355444183098647
"ITA","Italy",88.4220248407099,47.9443019947951,0.485342592724123,0,1.90526151238076,0.00190681289529765,0,0.00717110405604456,58.5649531016027,0,209.035547914764,0.18957822495119,0,0.653225534514896
"CIV","Côte d’Ivoire",5302.84874244958,1532.36229877652,12.3608252769902,0,42.7525052931833,0.16692585637824,0,0.493036171687123,272.520620060415,0,857.363418292409,3.65732423870938,0,9.97831929774667
"KEN","Kenya",1968.06228540896,338.682776704627,1.34282963702519,0,9.50676715524038,0.0251084815542561,0,0.116624912445607,67.048057375464,0,438.569286359757,1.10656247152719,0,5.08920909565464
"KAZ","Kazakhstan",1.8684547577647,0.465497527659055,0.000352736679894865,0,0.00206575660623886,1.93162516821573e-06,0,1.1575184034877e-05,0.0684982514944729,0,0.357698539522712,0.000349093178939235,0,0.00180139925932006
"LTU","Lithuania",0.400437120209414,1.31938205218945,0.00218168895311614,0,0.00896048342536142,5.24375368437647e-06,0,2.10382343135021e-05,0.225615768693332,0,0.827315320899735,0.000544704930822998,0,0.00202991890915588
"LBR","Liberia",73.3590470105364,77.1504363436858,1.36902414015797,0,4.5621075196563,0.0165632096252054,0,0.050019931534659,22.3762999222819,0,67.7521345835674,0.269931238392843,0,0.769725833335965
"SVK","Slovakia",4.49558928010773,8.04185223364606,0.0254263473080751,0,0.091774540419576,6.23707139911437e-05,0,0.000217111097125095,4.72235149447422,0,14.8067010686893,0.0119229299236184,0,0.0367371215416811
