Country name,MedianAnnual cropsMammals,lower 95%Annual cropsMammals,upper 95%Annual cropsMammals,MedianPermanent cropsMammals,lower 95%Permanent cropsMammals,upper 95%Permanent cropsMammals,MedianPastureMammals,lower 95%PastureMammals,upper 95%PastureMammals,MedianUrbanMammals,lower 95%UrbanMammals,upper 95%UrbanMammals,MedianExtensive forestryMammals,lower 95%Extensive forestryMammals,upper 95%Extensive forestryMammals,MedianIntensive forestryMammals,lower 95%Intensive forestryMammals,upper 95%Intensive forestryMammals,MedianAnnual cropsBirds,lower 95%Annual cropsBirds,upper 95%Annual cropsBirds,MedianPermanent cropsBirds,lower 95%Permanent cropsBirds,upper 95%Permanent cropsBirds,MedianPastureBirds,lower 95%PastureBirds,upper 95%PastureBirds,MedianUrbanBirds,lower 95%UrbanBirds,upper 95%UrbanBirds,MedianExtensive forestryBirds,lower 95%Extensive forestryBirds,upper 95%Extensive forestryBirds,MedianIntensive forestryBirds,lower 95%Intensive forestryBirds,upper 95%Intensive forestryBirds,MedianAnnual cropsAmphibians,lower 95%Annual cropsAmphibians,upper 95%Annual cropsAmphibians,MedianPermanent cropsAmphibians,lower 95%Permanent cropsAmphibians,upper 95%Permanent cropsAmphibians,MedianPastureAmphibians,lower 95%PastureAmphibians,upper 95%PastureAmphibians,MedianUrbanAmphibians,lower 95%UrbanAmphibians,upper 95%UrbanAmphibians,MedianExtensive forestryAmphibians,lower 95%Extensive forestryAmphibians,upper 95%Extensive forestryAmphibians,MedianIntensive forestryAmphibians,lower 95%Intensive forestryAmphibians,upper 95%Intensive forestryAmphibians,MedianAnnual cropsReptiles,lower 95%Annual cropsReptiles,upper 95%Annual cropsReptiles,MedianPermanent cropsReptiles,lower 95%Permanent cropsReptiles,upper 95%Permanent cropsReptiles,MedianPastureReptiles,lower 95%PastureReptiles,upper 95%PastureReptiles,MedianUrbanReptiles,lower 95%UrbanReptiles,upper 95%UrbanReptiles,MedianExtensive forestryReptiles,lower 95%Extensive forestryReptiles,upper 95%Extensive forestryReptiles,MedianIntensive forestryReptiles,lower 95%Intensive forestryReptiles,upper 95%Intensive forestryReptiles
Denmark,1.71911E-12,-1.0318E-12,5.3048E-12,7.76025E-13,-3.31524E-12,6.9422E-12,1.15926E-12,-3.98288E-12,6.59629E-12,2.66093E-12,-6.34906E-12,9.34112E-12,7.11127E-13,-4.05778E-12,4.58973E-12,6.78144E-13,-2.89966E-12,6.25873E-12,2.03425E-12,-1.39352E-12,6.74895E-12,2.76156E-12,-2.62969E-12,8.73615E-12,1.1143E-12,-4.72453E-12,7.4384E-12,4.02987E-12,-3.4371E-12,1.1997E-11,5.28382E-13,-8.06618E-13,3.29806E-12,2.0137E-12,-1.54947E-12,6.95822E-12,1.02658E-12,-7.02572E-13,3.12534E-12,9.89055E-13,-1.81406E-12,3.96815E-12,5.85075E-13,-1.99694E-12,3.4112E-12,1.36578E-12,-2.03136E-12,4.71306E-12,1.98265E-13,-8.1097E-13,2.08283E-12,7.05163E-13,-1.44662E-12,3.53118E-12,1.79131E-13,-1.1388E-13,4.96684E-13,1.74028E-13,-2.89674E-13,6.29389E-13,8.71118E-14,-1.94604E-13,4.27878E-13,2.39027E-13,-3.4811E-13,7.20965E-13,3.3591E-14,-1.29634E-13,3.28096E-13,9.08672E-14,-1.66731E-13,5.10272E-13
Djibouti,6.45125E-12,-3.79633E-11,4.4319E-11,1.48728E-12,-2.80524E-11,5.27499E-11,7.00164E-12,8.85378E-13,1.40561E-11,1.13684E-11,-4.78426E-11,7.04484E-11,1.89174E-12,-2.42378E-11,3.00175E-11,1.65522E-12,-2.03171E-11,4.83464E-11,2.92952E-12,-5.33006E-11,4.29001E-11,6.65952E-12,-5.92716E-11,5.56623E-11,6.15845E-12,4.36271E-13,1.39519E-11,1.10321E-11,-1.01343E-10,8.12316E-11,8.16133E-13,-1.18766E-11,1.72008E-11,3.49884E-12,-4.52057E-11,4.787E-11,3.00525E-13,-1.41608E-12,2.70886E-12,3.06576E-13,-1.51448E-12,2.31641E-12,3.07188E-13,3.8294E-14,6.24911E-13,5.03272E-13,-1.83683E-12,3.2275E-12,3.67906E-14,-8.21316E-13,1.07546E-12,2.05225E-13,-1.11261E-12,2.15872E-12,3.52155E-12,-2.72157E-11,3.22078E-11,3.52254E-12,-2.51089E-11,4.14693E-11,2.50855E-12,6.83198E-13,5.10912E-12,5.12442E-12,-3.5355E-11,4.01254E-11,7.00426E-13,-1.35085E-11,1.17814E-11,1.78991E-12,-1.60632E-11,2.57819E-11
Dominica,1.86779E-10,-2.84504E-11,5.8243E-10,8.85755E-11,-2.09771E-10,5.43919E-10,1.08318E-10,-2.03136E-10,5.36765E-10,2.41004E-10,2.60532E-11,6.17485E-10,7.62156E-11,-1.66652E-10,3.75091E-10,8.50335E-11,-1.57479E-10,4.9347E-10,1.88125E-09,-6.62659E-11,4.55509E-09,1.96488E-09,-2.76731E-10,4.34044E-09,7.44312E-10,-2.38987E-09,4.15741E-09,2.80646E-09,1.4025E-09,5.56076E-09,2.96909E-10,-1.89285E-10,2.06465E-09,1.46704E-09,-6.44578E-10,4.14613E-09,1.01525E-09,-5.39328E-10,3.08896E-09,9.81402E-10,-4.55125E-10,2.8564E-09,5.57459E-10,-1.09795E-09,2.54206E-09,1.26894E-09,1.97956E-10,2.94656E-09,2.05866E-10,-5.54538E-10,1.88201E-09,7.09011E-10,-3.19322E-10,2.88722E-09,2.12012E-10,-1.09795E-10,6.24874E-10,2.06898E-10,-8.82666E-11,5.5968E-10,9.9383E-11,-9.21124E-11,4.85598E-10,2.6056E-10,4.13997E-11,5.97861E-10,4.25091E-11,-1.07235E-10,3.88464E-10,1.07027E-10,-1.01673E-10,4.987E-10
JARVIS_ISLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,2.80167E-11,-1.19049E-11,7.92999E-11,1.48068E-11,-3.73726E-11,8.24707E-11,1.84985E-11,-3.78086E-11,7.75056E-11,3.90028E-11,-2.3479E-11,1.10928E-10,1.19791E-11,-3.02094E-11,6.21849E-11,1.22596E-11,-3.10563E-11,7.51414E-11,1.34523E-10,-4.02259E-11,3.5211E-10,1.60926E-10,-4.96903E-11,4.12209E-10,7.23653E-11,-2.62913E-10,3.66523E-10,2.36735E-10,-4.50952E-11,5.86691E-10,2.67489E-11,-3.03675E-11,1.64837E-10,1.10589E-10,-7.32955E-11,4.01031E-10,4.90212E-10,-3.0387E-10,1.29946E-09,5.28512E-10,-2.96695E-10,1.38146E-09,3.23422E-10,-5.05695E-10,1.26961E-09,6.79831E-10,-3.61276E-10,1.6623E-09,1.01154E-10,-3.25301E-10,8.68931E-10,3.54931E-10,-2.56652E-10,1.42498E-09,6.79199E-11,-5.15728E-11,1.69002E-10,7.17027E-11,-3.06348E-11,1.79103E-10,3.5685E-11,-3.05158E-11,1.44954E-10,9.00667E-11,-1.48659E-11,2.11779E-10,1.37321E-11,-4.44717E-11,1.13571E-10,3.61953E-11,-3.62933E-11,1.55491E-10
Ecuador,8.02491E-11,-2.93085E-10,3.75331E-10,3.58076E-11,-2.07594E-10,2.99349E-10,5.39162E-11,-2.22749E-10,2.18505E-10,1.01274E-10,-4.04769E-10,5.21143E-10,3.31729E-11,-1.29176E-10,2.22514E-10,3.40716E-11,-1.95055E-10,3.09287E-10,1.87346E-10,-5.96125E-10,9.15479E-10,2.0068E-10,-7.53018E-10,1.09137E-09,1.2692E-10,-6.09521E-10,7.03412E-10,2.94207E-10,-1.13944E-09,1.53843E-09,2.97616E-11,-1.63476E-10,2.42532E-10,1.44009E-10,-5.21995E-10,8.81744E-10,5.50875E-10,-2.53071E-09,2.15196E-09,5.22167E-10,-1.68904E-09,2.38944E-09,3.70063E-10,-1.11296E-09,1.45541E-09,6.8075E-10,-2.47369E-09,3.87225E-09,1.1385E-10,-6.42066E-10,1.03666E-09,3.66445E-10,-1.49596E-09,2.51923E-09,2.81161E-11,-4.84824E-11,9.81706E-11,2.6812E-11,-4.09995E-11,9.6803E-11,1.57358E-11,-1.92707E-11,5.45994E-11,3.52549E-11,-5.48162E-11,1.52142E-10,6.10188E-12,-2.48795E-11,4.6276E-11,1.4432E-11,-3.24771E-11,7.57924E-11
Egypt,9.86451E-13,-2.59407E-12,4.38082E-12,4.36968E-13,-2.32037E-12,4.98861E-12,8.52252E-13,-5.51379E-13,2.47726E-12,1.65436E-12,-3.55421E-12,6.78232E-12,3.03626E-13,-1.14019E-12,1.88207E-12,2.51319E-13,-1.14524E-12,2.41062E-12,1.47579E-13,-2.10689E-12,2.01246E-12,2.47457E-13,-2.12434E-12,2.92058E-12,3.18266E-13,-4.78849E-14,6.715E-13,5.39806E-13,-6.37544E-12,5.75699E-12,2.09091E-14,-6.44884E-14,1.85456E-13,7.45202E-14,-1.58366E-13,5.04393E-13,1.04841E-13,-9.53316E-14,3.08523E-13,1.04547E-13,-8.63165E-14,3.08714E-13,7.04547E-14,-5.30111E-14,2.20317E-13,1.43016E-13,-6.59436E-14,3.43387E-13,1.82513E-14,-6.52387E-14,1.38898E-13,6.44774E-14,-3.96376E-14,2.43081E-13,3.86439E-13,-2.39251E-12,3.81116E-12,3.74314E-13,-2.74578E-12,4.30913E-12,3.0173E-13,-4.36356E-14,6.33251E-13,6.04507E-13,-4.5445E-12,5.51392E-12,3.73768E-14,-3.70222E-13,4.62998E-13,9.8863E-14,-4.3055E-13,7.63048E-13
Ireland,5.81989E-13,-4.7001E-13,1.98122E-12,1.96985E-13,-1.2896E-12,2.00321E-12,4.35038E-13,-6.26749E-13,1.85849E-12,8.57055E-13,-1.3519E-12,2.67692E-12,2.07989E-13,-9.12342E-13,1.28058E-12,1.67669E-13,-9.11766E-13,1.60648E-12,1.82893E-12,-3.91821E-12,7.60778E-12,2.3332E-12,-6.48866E-12,9.18013E-12,1.38708E-12,-4.51933E-12,7.62477E-12,3.67996E-12,-9.58456E-12,1.3408E-11,4.01687E-13,-1.23467E-12,3.3446E-12,1.55308E-12,-3.60505E-12,8.00987E-12,1.49203E-13,-1.39894E-13,5.01624E-13,1.3872E-13,-2.12022E-13,4.96798E-13,9.95452E-14,-1.246E-13,4.79559E-13,1.95579E-13,-2.34487E-13,5.65764E-13,2.72858E-14,-1.23645E-13,2.5968E-13,9.72392E-14,-1.4927E-13,4.38706E-13,1.21959E-14,-1.86067E-14,3.78324E-14,1.18545E-14,-1.86189E-14,3.69469E-14,6.66878E-15,-4.62568E-15,2.68697E-14,1.64162E-14,-2.12769E-14,4.33853E-14,2.41403E-15,-1.2294E-14,2.11367E-14,6.38755E-15,-1.17487E-14,3.033E-14
Equatorial Guinea,4.971E-11,-1.3649E-10,2.05967E-10,2.0723E-11,-1.29518E-10,1.89575E-10,2.90141E-11,-1.19254E-10,2.06895E-10,6.21848E-11,-2.36285E-10,3.08502E-10,2.35913E-11,-9.70833E-11,8.98419E-11,2.5991E-11,-6.98927E-11,1.46911E-10,4.24651E-11,-1.16606E-10,1.54289E-10,4.4455E-11,-1.18144E-10,2.1724E-10,2.13918E-11,-1.87462E-10,1.89957E-10,6.29968E-11,-1.8072E-10,3.0784E-10,7.2007E-12,-1.92524E-11,4.24008E-11,3.32675E-11,-7.99103E-11,1.37917E-10,8.29841E-11,-1.60659E-10,3.51644E-10,7.71748E-11,-2.33495E-10,4.20728E-10,5.09677E-11,-2.65993E-10,2.82605E-10,1.02372E-10,-2.8284E-10,6.27154E-10,2.04007E-11,-1.59193E-10,1.02744E-10,6.21507E-11,-1.17992E-10,3.19375E-10,8.72408E-12,-1.22295E-11,3.32219E-11,8.1787E-12,-2.02316E-11,4.12909E-11,4.28876E-12,-1.29201E-11,2.12449E-11,1.08115E-11,-3.10462E-11,5.49854E-11,2.22346E-12,-1.15204E-11,1.23827E-11,4.65522E-12,-8.91653E-12,2.36887E-11
Estonia,1.28047E-12,-1.01774E-12,2.87752E-12,4.78834E-13,-2.49042E-12,5.18801E-12,8.16086E-13,-3.08711E-12,3.43137E-12,1.72433E-12,-4.30617E-12,8.55407E-12,5.77525E-13,-2.35294E-12,2.49963E-12,4.09554E-13,-2.53869E-12,3.67997E-12,1.98448E-12,-1.72057E-12,3.67887E-12,2.34872E-12,-1.47894E-12,1.17135E-11,1.06167E-12,-8.75553E-12,4.48954E-12,3.36789E-12,-4.83341E-13,1.54186E-11,4.67041E-13,-6.56045E-13,2.45869E-12,1.63752E-12,-2.27818E-12,7.35694E-12,3.21706E-13,-2.22589E-13,7.01342E-13,2.87604E-13,-4.3308E-13,1.41046E-12,1.77111E-13,-6.57878E-13,7.57268E-13,3.91809E-13,-1.03708E-12,1.41943E-12,7.51781E-14,-2.94642E-13,5.44658E-13,2.12001E-13,-4.00251E-13,1.03753E-12,3.01485E-14,-3.9137E-14,5.84343E-14,2.73144E-14,-4.53644E-14,1.26535E-13,1.42651E-14,-2.62832E-14,6.22434E-14,3.63887E-14,-6.62478E-14,1.5861E-13,6.90446E-15,-2.65181E-14,4.07015E-14,1.52479E-14,-2.01828E-14,8.10907E-14
Eritrea,9.68041E-12,-2.05513E-11,4.1136E-11,3.25354E-12,-2.28605E-11,4.48217E-11,7.53773E-12,-8.37363E-12,2.70441E-11,1.44726E-11,-2.95228E-11,5.90829E-11,3.46913E-12,-1.65306E-11,3.05359E-11,3.36555E-12,-1.58936E-11,3.92805E-11,9.02213E-12,-3.43318E-11,4.23179E-11,1.1626E-11,-3.97969E-11,5.99041E-11,7.5532E-12,-1.60365E-11,3.02476E-11,1.82401E-11,-6.5793E-11,8.75334E-11,1.7005E-12,-8.30312E-12,1.93172E-11,7.44671E-12,-3.53465E-11,4.98425E-11,3.21746E-12,-3.67254E-12,1.29702E-11,3.07492E-12,-5.66541E-12,1.68937E-11,2.23893E-12,-3.46005E-12,1.15443E-11,4.38045E-12,-7.42285E-12,1.95394E-11,6.3167E-13,-2.73092E-12,8.28564E-12,2.14205E-12,-4.07021E-12,1.55318E-11,2.63293E-12,-1.13707E-11,1.57223E-11,2.49112E-12,-1.14218E-11,2.08926E-11,1.5954E-12,-5.00884E-13,4.65678E-12,3.55102E-12,-1.55309E-11,2.13205E-11,5.07994E-13,-6.2074E-12,6.71086E-12,1.28984E-12,-7.33698E-12,1.29454E-11
El Salvador,6.08508E-11,-3.57661E-11,1.32771E-10,2.96358E-11,-1.12839E-10,1.4827E-10,3.85505E-11,-9.11206E-11,1.80437E-10,8.72839E-11,-5.81184E-11,2.80207E-10,2.59766E-11,-9.94169E-11,1.06961E-10,2.10447E-11,-7.68174E-11,1.54716E-10,6.40902E-11,-3.3443E-11,1.23336E-10,8.18658E-11,-1.64698E-11,1.68615E-10,3.35993E-11,-1.52414E-10,1.51828E-10,1.18604E-10,4.83462E-11,2.59978E-10,1.56304E-11,-1.46199E-11,7.95067E-11,5.71807E-11,-3.0445E-11,1.72952E-10,2.80647E-10,-2.86322E-10,5.24687E-10,2.75598E-10,-1.60554E-10,8.72714E-10,1.55599E-10,-4.36992E-10,7.24544E-10,3.6068E-10,-1.04806E-10,1.15472E-09,6.10675E-11,-2.3977E-10,3.94083E-10,1.97605E-10,-1.65813E-10,9.17241E-10,7.24436E-11,-8.31202E-11,1.43133E-10,7.11391E-11,-4.24103E-11,2.06932E-10,3.49597E-11,-4.00075E-11,1.53285E-10,9.24406E-11,-2.39862E-11,3.31892E-10,1.53914E-11,-6.18714E-11,1.01163E-10,3.68226E-11,-4.06467E-11,1.88674E-10
Ethiopia,2.05925E-11,-2.04301E-11,8.80872E-11,7.83063E-12,-3.50719E-11,8.7922E-11,1.5254E-11,-2.02837E-11,7.95467E-11,3.33445E-11,-2.92731E-11,1.0813E-10,8.24679E-12,-2.43435E-11,6.5471E-11,7.0543E-12,-2.83874E-11,7.51019E-11,1.73904E-11,-4.0651E-11,8.42403E-11,2.43949E-11,-4.90379E-11,1.12612E-10,1.32781E-11,-2.86733E-11,7.26358E-11,3.95376E-11,-7.48238E-11,1.5835E-10,3.67471E-12,-1.09062E-11,3.54694E-11,1.5474E-11,-4.46176E-11,8.79052E-11,1.15233E-11,-9.59743E-12,4.93089E-11,1.16671E-11,-1.8902E-11,5.72828E-11,8.09257E-12,-1.06728E-11,4.93585E-11,1.6709E-11,-2.34413E-11,6.35572E-11,2.33801E-12,-8.55835E-12,3.24532E-11,7.91473E-12,-1.30964E-11,5.3377E-11,4.39984E-12,-7.61015E-12,1.75965E-11,4.05774E-12,-1.01274E-11,2.03747E-11,2.25796E-12,-1.03307E-12,1.06163E-11,5.82442E-12,-1.21824E-11,2.20948E-11,8.28776E-13,-4.86339E-12,9.23678E-12,2.07355E-12,-6.19629E-12,1.3957E-11
Czech Republic,3.16736E-12,-2.93918E-12,7.89811E-12,1.4283E-12,-8.18782E-12,1.19589E-11,2.16196E-12,-7.08758E-12,1.24443E-11,4.94203E-12,-6.6347E-12,2.1601E-11,1.45159E-12,-6.97731E-12,9.42892E-12,1.30551E-12,-5.75939E-12,1.09929E-11,1.71608E-12,-1.33284E-12,4.14892E-12,2.27606E-12,-1.82529E-12,7.73592E-12,9.19273E-13,-4.27906E-12,5.08627E-12,3.30224E-12,-1.41505E-12,1.0576E-11,4.32062E-13,-7.04332E-13,2.57537E-12,1.60135E-12,-1.38857E-12,5.60592E-12,1.19992E-12,-1.27984E-12,3.1401E-12,1.17666E-12,-1.62769E-12,4.78846E-12,6.92402E-13,-2.29923E-12,3.60434E-12,1.62396E-12,-1.68625E-12,5.50489E-12,2.57288E-13,-9.90569E-13,2.51627E-12,8.68681E-13,-1.1533E-12,4.52693E-12,3.82444E-13,-4.10614E-13,8.83545E-13,3.79518E-13,-4.51494E-13,1.67289E-12,1.92029E-13,-3.3283E-13,9.04603E-13,5.13696E-13,-6.43199E-13,1.78474E-12,8.33804E-14,-2.93666E-13,7.49544E-13,2.08956E-13,-3.00019E-13,1.08192E-12
French Guiana,1.23052E-11,-1.58045E-10,1.24671E-10,5.03803E-12,-9.5562E-11,9.73541E-11,7.35821E-12,-8.1659E-11,1.05023E-10,1.61251E-11,-1.87282E-10,1.65156E-10,8.12532E-12,-2.13492E-11,3.20274E-11,6.06066E-12,-6.91133E-11,1.15867E-10,3.39218E-11,-1.54005E-10,2.98051E-10,3.66832E-11,-2.30026E-10,3.07084E-10,1.86069E-11,-3.31848E-10,2.18741E-10,5.43613E-11,-3.25916E-10,5.11363E-10,7.12917E-12,-1.67178E-11,3.49409E-11,2.7494E-11,-1.82821E-10,2.55937E-10,2.37599E-11,-3.26631E-10,3.77176E-10,2.2989E-11,-3.39036E-10,3.74444E-10,1.59177E-11,-2.30174E-10,4.45872E-10,3.46715E-11,-4.6337E-10,5.56797E-10,1.10908E-11,-9.54947E-11,7.54589E-11,1.83604E-11,-2.83906E-10,3.5169E-10,1.6914E-12,-1.77519E-11,2.6893E-11,1.64487E-12,-1.95801E-11,1.98566E-11,9.43655E-13,-1.19645E-11,1.03767E-11,2.42946E-12,-2.61233E-11,3.14885E-11,7.66394E-13,-3.46159E-12,4.22519E-12,9.56064E-13,-1.26711E-11,1.28989E-11
Finland,6.65333E-13,-3.69609E-12,5.76365E-12,2.73437E-13,-2.92662E-12,5.53809E-12,4.10782E-13,-3.77454E-12,4.66114E-12,9.96638E-13,-4.69246E-12,1.06119E-11,4.4973E-13,-1.19592E-12,1.39288E-12,2.29657E-13,-2.94196E-12,3.81391E-12,1.64664E-12,-1.80825E-12,5.94092E-12,2.02022E-12,-9.7978E-13,8.79528E-12,8.40284E-13,-6.987E-12,5.76735E-12,2.90046E-12,4.37986E-13,1.1505E-11,4.36033E-13,-7.11243E-13,1.10796E-12,1.39615E-12,-1.53859E-12,6.17716E-12,9.63444E-14,-5.17811E-13,1.04568E-12,9.02155E-14,-4.4823E-13,9.99595E-13,5.67343E-14,-5.87046E-13,7.75087E-13,1.25282E-13,-7.32614E-13,1.37575E-12,3.21496E-14,-2.99699E-13,1.86551E-13,7.05228E-14,-5.59637E-13,7.90646E-13,1.74685E-14,-1.23447E-13,1.36458E-13,1.60596E-14,-1.17014E-13,1.24876E-13,8.68089E-15,-8.91559E-14,8.4588E-14,2.27038E-14,-1.84028E-13,2.03329E-13,6.21574E-15,-3.40991E-14,4.17769E-14,9.362E-15,-7.40624E-14,8.75889E-14
Fiji,1.01332E-10,-3.1415E-10,4.31162E-10,4.28121E-11,-2.18832E-10,3.47129E-10,5.23361E-11,-2.44186E-10,3.79935E-10,1.30071E-10,-4.75219E-10,4.58838E-10,5.14871E-11,-9.94258E-11,2.03718E-10,5.89653E-11,-1.66213E-10,2.18978E-10,3.81771E-10,-4.49877E-11,8.31729E-10,4.10396E-10,-8.49648E-11,8.61705E-10,1.5598E-10,-5.93101E-10,8.46622E-10,6.0248E-10,3.03564E-10,1.19153E-09,6.83845E-11,-5.46478E-11,3.73112E-10,3.15002E-10,-1.68931E-10,6.36205E-10,4.04342E-11,-5.15539E-11,1.53567E-10,3.72556E-11,-5.08178E-11,1.41418E-10,2.05409E-11,-7.80139E-11,1.26019E-10,5.00499E-11,-7.80934E-11,2.36372E-10,9.6113E-12,-4.26774E-11,7.21376E-11,3.13808E-11,-3.86144E-11,9.21206E-11,3.45985E-10,-8.26325E-10,1.54537E-09,3.22077E-10,-7.82467E-10,1.56262E-09,1.6614E-10,-4.06814E-10,9.26524E-10,4.35001E-10,-1.10416E-09,2.28615E-09,8.93651E-11,-4.43035E-10,6.11252E-10,2.05269E-10,-2.69648E-10,8.15275E-10
Falkland Islands (malvinas) *,1.3226E-11,-2.8508E-11,4.38391E-11,1.97656E-12,-2.64685E-11,4.16231E-11,9.36933E-12,5.73851E-13,2.3351E-11,1.94351E-11,-4.09023E-11,6.11384E-11,2.99999E-12,-2.2452E-11,2.83355E-11,2.12476E-12,-1.73812E-11,3.80568E-11,1.15254E-11,-4.58336E-11,5.16838E-11,1.3308E-11,-4.56909E-11,5.25471E-11,7.31284E-12,3.31005E-13,2.50569E-11,2.43949E-11,-7.19963E-11,7.45531E-11,1.50511E-12,-8.85409E-12,1.90507E-11,6.77997E-12,-2.98061E-11,4.64896E-11,7.95568E-12,-1.61226E-11,3.36591E-11,8.35229E-12,-1.73268E-11,2.98182E-11,6.14352E-12,3.65387E-13,1.51271E-11,1.26451E-11,-2.02499E-11,4.08463E-11,8.91042E-13,-1.19539E-11,1.62902E-11,5.08682E-12,-1.32926E-11,2.82893E-11,7.72454E-12,-3.00494E-11,4.23422E-11,7.74983E-12,-2.97093E-11,4.17344E-11,4.42889E-12,8.06096E-13,1.17541E-11,1.09504E-11,-3.65558E-11,4.33776E-11,1.41951E-12,-1.30871E-11,1.61896E-11,3.48351E-12,-2.05309E-11,2.82534E-11
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70302E-12,-1.39484E-11,1.84787E-11,9.54882E-12,-2.83151E-11,5.66691E-11,9.79835E-13,-4.37662E-12,1.27443E-11,3.83851E-12,-1.21152E-11,2.81575E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5583E-09,2.35299E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55276E-13,2.43395E-14,2.91647E-11,0,0,0,0,0,0,0,0,0
France,4.01915E-12,-4.45076E-12,1.30563E-11,1.79851E-12,-9.55767E-12,1.45337E-11,2.82212E-12,-8.09999E-12,1.35012E-11,6.14381E-12,-9.8165E-12,2.1612E-11,1.8565E-12,-6.84138E-12,1.04771E-11,1.533E-12,-6.08228E-12,1.30858E-11,2.3857E-12,-3.06432E-12,8.1318E-12,3.21033E-12,-3.1034E-12,1.07366E-11,1.53975E-12,-5.73314E-12,8.00895E-12,4.77018E-12,-2.60012E-12,1.52051E-11,6.23236E-13,-1.01771E-12,3.77495E-12,2.19879E-12,-2.74932E-12,8.3708E-12,5.248E-12,-5.55753E-12,1.87119E-11,5.16382E-12,-7.9263E-12,2.1394E-11,3.34838E-12,-7.82423E-12,1.57406E-11,7.03711E-12,-8.16364E-12,2.58311E-11,1.18794E-12,-4.43709E-12,1.03359E-11,3.73779E-12,-5.25017E-12,1.96556E-11,3.72568E-12,-3.66005E-12,1.22113E-11,3.55719E-12,-4.30976E-12,1.47814E-11,1.90417E-12,-2.3999E-12,8.71807E-12,4.72434E-12,-5.01961E-12,1.99472E-11,8.52962E-13,-4.00911E-12,5.34013E-12,1.95525E-12,-3.30974E-12,1.0282E-11
French Southern & Antarctic Lands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91889E-15,2.24934E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,7.41704E-12,-6.51168E-12,3.15897E-11,3.04254E-12,-1.18076E-11,3.21125E-11,5.64306E-12,-1.31134E-11,2.62959E-11,1.12485E-11,-1.49781E-11,4.41475E-11,3.1373E-12,-9.87967E-12,2.16672E-11,2.0693E-12,-1.23245E-11,2.49658E-11,7.96605E-12,-1.06208E-11,2.99343E-11,1.01149E-11,-2.14293E-11,4.09563E-11,6.28677E-12,-1.93366E-11,2.88704E-11,1.59546E-11,-2.7775E-11,5.93924E-11,1.76511E-12,-4.26546E-12,1.64102E-11,6.15024E-12,-1.46844E-11,3.42191E-11,4.66434E-12,-4.16308E-12,1.8001E-11,4.30564E-12,-6.11565E-12,2.00556E-11,3.07064E-12,-5.95046E-12,1.48016E-11,5.94678E-12,-7.76159E-12,2.4691E-11,9.51992E-13,-3.68854E-12,1.07892E-11,3.10209E-12,-5.52527E-12,2.01427E-11,1.28673E-11,-1.04285E-11,3.64064E-11,1.23106E-11,-1.04499E-11,4.43099E-11,7.07077E-12,-6.39139E-12,3.09972E-11,1.66377E-11,-1.05917E-11,5.53052E-11,2.76986E-12,-8.91051E-12,2.49971E-11,6.636E-12,-9.92462E-12,3.54879E-11
