Country name,MedianAnnual cropsMammals,lower 95%Annual cropsMammals,upper 95%Annual cropsMammals,MedianPermanent cropsMammals,lower 95%Permanent cropsMammals,upper 95%Permanent cropsMammals,MedianPastureMammals,lower 95%PastureMammals,upper 95%PastureMammals,MedianUrbanMammals,lower 95%UrbanMammals,upper 95%UrbanMammals,MedianExtensive forestryMammals,lower 95%Extensive forestryMammals,upper 95%Extensive forestryMammals,MedianIntensive forestryMammals,lower 95%Intensive forestryMammals,upper 95%Intensive forestryMammals,MedianAnnual cropsBirds,lower 95%Annual cropsBirds,upper 95%Annual cropsBirds,MedianPermanent cropsBirds,lower 95%Permanent cropsBirds,upper 95%Permanent cropsBirds,MedianPastureBirds,lower 95%PastureBirds,upper 95%PastureBirds,MedianUrbanBirds,lower 95%UrbanBirds,upper 95%UrbanBirds,MedianExtensive forestryBirds,lower 95%Extensive forestryBirds,upper 95%Extensive forestryBirds,MedianIntensive forestryBirds,lower 95%Intensive forestryBirds,upper 95%Intensive forestryBirds,MedianAnnual cropsAmphibians,lower 95%Annual cropsAmphibians,upper 95%Annual cropsAmphibians,MedianPermanent cropsAmphibians,lower 95%Permanent cropsAmphibians,upper 95%Permanent cropsAmphibians,MedianPastureAmphibians,lower 95%PastureAmphibians,upper 95%PastureAmphibians,MedianUrbanAmphibians,lower 95%UrbanAmphibians,upper 95%UrbanAmphibians,MedianExtensive forestryAmphibians,lower 95%Extensive forestryAmphibians,upper 95%Extensive forestryAmphibians,MedianIntensive forestryAmphibians,lower 95%Intensive forestryAmphibians,upper 95%Intensive forestryAmphibians,MedianAnnual cropsReptiles,lower 95%Annual cropsReptiles,upper 95%Annual cropsReptiles,MedianPermanent cropsReptiles,lower 95%Permanent cropsReptiles,upper 95%Permanent cropsReptiles,MedianPastureReptiles,lower 95%PastureReptiles,upper 95%PastureReptiles,MedianUrbanReptiles,lower 95%UrbanReptiles,upper 95%UrbanReptiles,MedianExtensive forestryReptiles,lower 95%Extensive forestryReptiles,upper 95%Extensive forestryReptiles,MedianIntensive forestryReptiles,lower 95%Intensive forestryReptiles,upper 95%Intensive forestryReptiles
Lao People's Democratic Republic,8.92917E-09,-2.22071E-08,4.27568E-08,3.76818E-09,-2.27073E-08,3.74312E-08,5.26052E-09,-2.11937E-08,3.32195E-08,1.11364E-08,-3.81416E-08,5.65414E-08,4.26116E-09,-1.4656E-08,1.41974E-08,4.26103E-09,-2.05443E-08,3.25129E-08,6.39316E-09,-5.37535E-09,2.39923E-08,6.59107E-09,-1.39825E-08,2.8829E-08,2.95413E-09,-3.23523E-08,1.69826E-08,9.30541E-09,-1.74874E-08,4.87739E-08,1.10309E-09,-1.70077E-09,5.57096E-09,5.00442E-09,-9.69682E-09,2.34023E-08,1.17358E-08,-2.24978E-08,4.66097E-08,1.08027E-08,-2.43686E-08,5.71456E-08,6.95504E-09,-3.11712E-08,3.46706E-08,1.44666E-08,-3.50508E-08,7.62439E-08,2.91225E-09,-1.60657E-08,1.52366E-08,8.16564E-09,-1.91143E-08,5.26694E-08,6.40703E-09,-1.43537E-08,2.92816E-08,5.87413E-09,-1.87108E-08,3.70844E-08,3.20367E-09,-1.1398E-08,1.68791E-08,7.91517E-09,-3.22887E-08,4.21892E-08,1.65222E-09,-9.92719E-09,9.88983E-09,3.30643E-09,-1.00791E-08,2.23067E-08
Lebanon,2.3759E-09,-9.76042E-10,1.41907E-08,1.17181E-09,-2.66224E-09,1.44041E-08,1.90759E-09,-2.43639E-09,1.33798E-08,4.09908E-09,-1.79154E-09,1.51074E-08,1.01008E-09,-3.20315E-09,9.40442E-09,7.52567E-10,-3.26621E-09,1.16561E-08,5.16096E-10,-2.63846E-10,3.46482E-09,8.00718E-10,-5.31896E-10,3.58018E-09,4.46615E-10,-8.12572E-10,3.57095E-09,1.29397E-09,-8.32429E-10,4.2536E-09,1.42718E-10,-2.60096E-10,1.30733E-09,4.88538E-10,-6.12862E-10,3.01477E-09,4.18712E-09,-2.22906E-09,2.32245E-08,4.41892E-09,-3.50554E-09,2.19348E-08,3.11759E-09,-3.00036E-09,2.15809E-08,6.23288E-09,-3.91048E-09,2.41784E-08,8.86479E-10,-3.07435E-09,1.33002E-08,3.02465E-09,-2.77427E-09,1.92396E-08,8.30383E-09,-4.90241E-09,4.04788E-08,8.94982E-09,-3.64417E-09,4.18783E-08,5.06806E-09,-2.74668E-09,3.34487E-08,1.20361E-08,-3.12484E-09,4.13611E-08,1.72518E-09,-6.32174E-09,2.05709E-08,4.61408E-09,-5.65259E-09,2.88948E-08
Latvia,5.55011E-10,-4.74478E-10,1.30771E-09,2.13758E-10,-1.10906E-09,2.32288E-09,3.53085E-10,-1.30004E-09,1.46391E-09,7.57358E-10,-1.97086E-09,3.72831E-09,2.51401E-10,-1.04563E-09,1.1167E-09,1.78009E-10,-1.04438E-09,1.53686E-09,7.95842E-10,-7.12556E-10,1.5326E-09,9.49369E-10,-5.97616E-10,4.77349E-09,4.36444E-10,-3.6158E-09,1.94328E-09,1.38665E-09,-1.88813E-10,6.02457E-09,1.89605E-10,-2.80754E-10,1.00992E-09,6.60769E-10,-8.71187E-10,3.04068E-09,1.32789E-10,-9.48287E-11,3.01356E-10,1.18259E-10,-1.84519E-10,5.82894E-10,7.24653E-11,-2.76917E-10,3.248E-10,1.61498E-10,-4.11703E-10,5.84979E-10,3.03677E-11,-1.21321E-10,2.29227E-10,8.78092E-11,-1.70412E-10,4.13117E-10,1.23586E-11,-1.53471E-11,2.43153E-11,1.13657E-11,-1.84174E-11,5.06209E-11,5.85617E-12,-1.08159E-11,2.76142E-11,1.52667E-11,-2.63891E-11,6.40283E-11,2.82519E-12,-1.10138E-11,1.68653E-11,6.26142E-12,-7.96121E-12,3.51153E-11
Lithuania,7.91231E-10,-5.54546E-10,1.9833E-09,3.34824E-10,-1.97244E-09,3.4297E-09,5.07997E-10,-2.25979E-09,2.97105E-09,1.15863E-09,-3.04927E-09,5.85434E-09,3.49204E-10,-1.9837E-09,2.35275E-09,2.85808E-10,-1.60889E-09,2.93398E-09,7.97433E-10,-6.94629E-10,1.76988E-09,9.92848E-10,-1.05024E-09,4.9879E-09,4.27215E-10,-3.26789E-09,2.32272E-09,1.44898E-09,-9.83415E-10,6.34949E-09,1.93305E-10,-4.19613E-10,1.14823E-09,6.93221E-10,-9.85513E-10,3.10469E-09,1.79761E-10,-1.17494E-10,4.57355E-10,1.69428E-10,-2.79923E-10,8.22867E-10,9.88642E-11,-4.1214E-10,4.93214E-10,2.28274E-10,-4.60375E-10,8.81095E-10,3.83291E-11,-1.58121E-10,3.82679E-10,1.22826E-10,-2.52078E-10,6.47216E-10,2.13929E-11,-1.46169E-11,5.06638E-11,2.0219E-11,-6.34655E-11,8.11794E-11,1.00813E-11,-2.81769E-11,5.18544E-11,2.74939E-11,-6.59073E-11,1.02596E-10,4.34014E-12,-2.03231E-11,3.74671E-11,1.08861E-11,-2.70962E-11,6.09315E-11
Liberia,6.10881E-09,-4.20988E-09,1.45381E-08,3.02248E-09,-9.16455E-09,1.69912E-08,3.83545E-09,-8.86968E-09,1.56421E-08,7.53748E-09,-1.1159E-08,2.80391E-08,2.46117E-09,-7.04507E-09,1.337E-08,2.917E-09,-8.52908E-09,1.48717E-08,4.45439E-09,-5.83952E-09,1.16247E-08,4.51883E-09,-1.16433E-08,1.98307E-08,2.33498E-09,-1.60805E-08,1.50094E-08,6.56774E-09,-1.90597E-08,2.93423E-08,6.88348E-10,-2.23737E-09,5.00131E-09,3.41637E-09,-9.44575E-09,1.67632E-08,7.19532E-09,-7.76699E-09,1.8969E-08,6.68751E-09,-1.2229E-08,2.58987E-08,4.27337E-09,-1.53969E-08,1.95516E-08,9.10465E-09,-2.46752E-08,3.4113E-08,1.43492E-09,-8.36791E-09,1.24228E-08,4.87013E-09,-9.81047E-09,2.64167E-08,1.77421E-09,-1.95757E-09,4.31613E-09,1.72816E-09,-1.40336E-09,6.09661E-09,9.25657E-10,-1.26117E-09,3.53305E-09,2.30174E-09,-8.05059E-10,9.09587E-09,3.45347E-10,-1.78582E-09,3.11856E-09,9.27907E-10,-1.07554E-09,5.49808E-09
Slovakia,1.85072E-09,-1.29068E-09,4.36925E-09,8.45186E-10,-4.62484E-09,7.70725E-09,1.13799E-09,-4.00284E-09,8.73265E-09,2.76454E-09,-6.23871E-09,1.3718E-08,8.25543E-10,-5.85709E-09,4.85419E-09,7.14709E-10,-4.71465E-09,5.05291E-09,7.57142E-10,-5.80416E-10,1.5349E-09,9.60939E-10,-9.48736E-10,3.37362E-09,3.59254E-10,-1.71376E-09,2.14272E-09,1.36034E-09,-1.19064E-09,4.78731E-09,1.82374E-10,-2.19281E-10,1.01697E-09,6.6349E-10,-5.46103E-10,2.11524E-09,7.47433E-10,-5.14245E-10,1.62115E-09,7.06534E-10,-1.55995E-09,2.71174E-09,3.87803E-10,-1.88282E-09,2.37209E-09,9.5749E-10,-1.92264E-09,3.41199E-09,1.55486E-10,-5.95347E-10,1.55155E-09,5.15507E-10,-1.22266E-09,2.36266E-09,2.3037E-10,-1.90905E-10,5.08292E-10,2.25179E-10,-3.7961E-10,9.98012E-10,1.04807E-10,-3.49197E-10,5.99672E-10,2.9903E-10,-6.81184E-10,1.14918E-09,4.74951E-11,-2.20462E-10,4.60196E-10,1.17527E-10,-2.89468E-10,6.44159E-10
Liechtenstein,4.77374E-09,-9.29303E-09,2.15297E-08,1.93189E-09,-1.44723E-08,1.94127E-08,3.51945E-09,-1.03991E-08,1.53192E-08,6.96327E-09,-1.60648E-08,2.84032E-08,2.46587E-09,-1.07489E-08,1.01759E-08,1.65195E-09,-8.94275E-09,1.2747E-08,8.8301E-10,-1.12352E-09,3.29695E-09,1.11018E-09,-1.60499E-09,4.62126E-09,5.1578E-10,-3.90972E-09,3.19098E-09,1.60934E-09,-2.39569E-09,6.32518E-09,2.18508E-10,-4.16395E-10,1.00137E-09,6.9031E-10,-8.25324E-10,2.6588E-09,1.99067E-09,-2.35398E-09,6.18475E-09,1.83366E-09,-3.83706E-09,7.15193E-09,1.22887E-09,-3.88095E-09,4.8491E-09,2.44659E-09,-4.13989E-09,7.80251E-09,4.77712E-10,-1.88649E-09,2.77595E-09,1.36629E-09,-2.36706E-09,5.69218E-09,6.49388E-10,-7.21345E-10,2.02837E-09,6.05519E-10,-4.96086E-10,2.39726E-09,3.25228E-10,-4.45328E-10,1.04478E-09,8.08863E-10,-3.71599E-10,2.70571E-09,1.44212E-10,-6.65958E-10,7.60985E-10,3.34216E-10,-5.37339E-10,1.27288E-09
Lesotho,1.14225E-09,-2.10958E-09,6.74195E-09,3.78528E-10,-2.42381E-09,6.8923E-09,8.54745E-10,-9.28434E-10,6.32461E-09,1.83073E-09,-3.71675E-09,8.34606E-09,4.52818E-10,-1.84817E-09,4.75761E-09,3.24737E-10,-1.80067E-09,5.35886E-09,1.40453E-09,-2.81513E-09,1.0729E-08,2.06179E-09,-3.00289E-09,1.15589E-08,1.17107E-09,-1.88876E-09,9.41117E-09,3.33868E-09,-4.44436E-09,1.60267E-08,3.26555E-10,-9.70834E-10,4.54588E-09,1.21451E-09,-2.80892E-09,9.52973E-09,1.71399E-09,-2.72229E-09,8.36169E-09,1.51654E-09,-2.87324E-09,8.6601E-09,1.10145E-09,-1.04448E-09,7.48147E-09,2.2526E-09,-3.49486E-09,1.0387E-08,3.08255E-10,-1.70248E-09,5.17524E-09,1.09683E-09,-2.17056E-09,8.90803E-09,3.39088E-10,-3.41293E-10,1.75822E-09,3.17669E-10,-5.01737E-10,1.91007E-09,1.67864E-10,-2.35391E-10,1.16772E-09,4.41628E-10,-5.29959E-10,2.37715E-09,7.31086E-11,-3.11935E-10,9.26744E-10,1.68283E-10,-3.03378E-10,1.19803E-09
Luxembourg,1.37195E-09,-1.51936E-09,3.38276E-09,6.10627E-10,-3.373E-09,4.40727E-09,9.5197E-10,-2.43318E-09,4.4294E-09,2.14399E-09,-9.34577E-10,8.17793E-09,6.36087E-10,-2.06501E-09,3.67095E-09,5.59524E-10,-2.04552E-09,4.22338E-09,6.39032E-10,-4.94301E-10,1.55771E-09,8.4819E-10,-1.83222E-10,2.24189E-09,3.52239E-10,-1.33843E-09,1.67662E-09,1.24455E-09,4.47067E-10,3.1659E-09,1.59819E-10,-1.43658E-10,8.83436E-10,5.93273E-10,-3.06461E-10,1.79647E-09,5.25436E-10,-6.70518E-10,1.43311E-09,5.2598E-10,-5.05834E-10,2.07176E-09,3.05842E-10,-9.14727E-10,1.60207E-09,7.21232E-10,-3.9238E-10,2.58912E-09,1.18225E-10,-4.16876E-10,1.05781E-09,3.84865E-10,-3.04086E-10,2.09683E-09,1.83233E-10,-2.22709E-10,4.28013E-10,1.81422E-10,-1.46925E-10,8.27578E-10,9.59765E-11,-1.22645E-10,4.12767E-10,2.49706E-10,-1.84307E-10,8.79173E-10,4.12483E-11,-1.27089E-10,3.45337E-10,1.02706E-10,-9.90884E-11,5.13557E-10
Libyan Arab Jamahiriya,1.21681E-10,-5.40366E-10,7.92687E-10,3.31516E-11,-3.91614E-10,8.71237E-10,1.09305E-10,3.68271E-12,2.97989E-10,1.99167E-10,-7.60294E-10,1.12444E-09,2.2728E-11,-1.17474E-10,2.00428E-10,1.68416E-11,-1.23056E-10,2.48707E-10,2.6604E-11,-3.88737E-10,3.68929E-10,5.17101E-11,-4.22538E-10,5.06163E-10,4.10999E-11,-4.60376E-12,1.20328E-10,8.6921E-11,-7.99244E-10,7.29363E-10,4.05275E-12,-1.84804E-11,4.30172E-11,1.64343E-11,-4.54171E-11,1.14975E-10,1.50884E-11,-2.42795E-11,8.0737E-11,1.50641E-11,-2.73269E-11,7.86771E-11,1.06425E-11,-5.48219E-12,5.28489E-11,2.17544E-11,-3.80109E-11,8.84911E-11,2.1912E-12,-9.60539E-12,3.19587E-11,8.65719E-12,-1.44556E-11,4.72119E-11,1.45931E-10,-5.58449E-10,1.07717E-09,1.45139E-10,-6.70151E-10,1.20704E-09,8.76784E-11,-1.96935E-11,3.19187E-10,2.06321E-10,-9.55579E-10,1.27575E-09,2.04079E-11,-1.92054E-10,2.10981E-10,5.43614E-11,-1.41045E-10,3.35374E-10
Madagascar,1.43737E-08,-2.73881E-08,5.85374E-08,4.31139E-09,-2.58998E-08,5.49038E-08,9.52611E-09,-4.97704E-09,4.76579E-08,2.10644E-08,-4.06876E-08,7.33473E-08,5.02159E-09,-2.29319E-08,3.96267E-08,5.10241E-09,-2.28766E-08,5.36415E-08,4.50575E-09,-1.61144E-08,2.58144E-08,6.04649E-09,-1.76226E-08,2.89898E-08,3.21504E-09,-4.70249E-09,1.71821E-08,9.838E-09,-2.80479E-08,4.27904E-08,7.84405E-10,-3.81708E-09,9.4659E-09,3.87463E-09,-1.29531E-08,2.42224E-08,1.56869E-08,-2.22896E-08,6.30393E-08,1.48733E-08,-2.93826E-08,6.5614E-08,1.00177E-08,-1.09233E-08,5.01453E-08,2.15196E-08,-4.24649E-08,7.31826E-08,2.83316E-09,-1.57469E-08,3.60926E-08,9.92055E-09,-2.94526E-08,6.59074E-08,2.60793E-08,-7.17049E-08,1.18134E-07,2.39327E-08,-9.14132E-08,1.28736E-07,1.3391E-08,-7.43324E-09,6.89567E-08,3.4342E-08,-1.03414E-07,1.56994E-07,5.47283E-09,-3.23788E-08,6.23309E-08,1.25591E-08,-5.14256E-08,8.70947E-08
Martinique,1.38882E-08,-3.01563E-09,5.06984E-08,6.68054E-09,-1.85741E-08,4.52908E-08,8.21318E-09,-1.73822E-08,4.41131E-08,1.82675E-08,2.27792E-10,5.61309E-08,5.72569E-09,-1.3815E-08,3.18914E-08,6.2552E-09,-1.34237E-08,4.09003E-08,1.39882E-07,-7.75469E-09,3.65466E-07,1.45867E-07,-2.38094E-08,3.61872E-07,5.27933E-08,-1.87958E-07,3.42017E-07,2.10655E-07,8.3421E-08,4.50666E-07,2.16934E-08,-1.34354E-08,1.78999E-07,1.06489E-07,-4.94227E-08,3.3819E-07,7.34989E-08,-3.94284E-08,2.45728E-07,7.14545E-08,-3.324E-08,2.1736E-07,3.94757E-08,-9.09122E-08,1.91664E-07,9.28441E-08,1.29823E-08,2.43935E-07,1.47838E-08,-4.18263E-08,1.51895E-07,5.04204E-08,-2.67802E-08,2.22487E-07,1.52153E-08,-8.20918E-09,5.08581E-08,1.47732E-08,-6.84022E-09,4.49717E-08,7.41091E-09,-6.74629E-09,3.88635E-08,1.9602E-08,2.75965E-09,5.08291E-08,3.1161E-09,-8.54255E-09,3.15673E-08,7.48905E-09,-7.8495E-09,3.81483E-08
MACAU,3.71927E-09,-1.06157E-10,7.38045E-09,1.64926E-09,-4.09414E-09,8.59287E-09,2.11857E-09,-4.15896E-09,8.0203E-09,4.91624E-09,5.03365E-10,1.0354E-08,1.51281E-09,-2.70217E-09,6.49653E-09,1.96498E-09,-2.3598E-09,8.26788E-09,2.64834E-09,-1.1307E-10,5.71783E-09,2.95645E-09,-4.39869E-10,6.30703E-09,1.0939E-09,-4.5482E-09,5.3977E-09,4.28223E-09,1.82385E-09,8.44978E-09,4.39734E-10,-3.75182E-10,2.6847E-09,2.15111E-09,-8.85955E-10,5.92278E-09,5.87171E-09,-5.37706E-09,1.38136E-08,6.09715E-09,-4.0772E-09,2.15248E-08,3.63148E-09,-8.65091E-09,1.48365E-08,8.05368E-09,-1.59506E-09,2.51181E-08,1.29764E-09,-4.44433E-09,9.50083E-09,4.54866E-09,-1.94122E-09,1.82065E-08,4.01161E-09,-3.60818E-09,9.3022E-09,4.07198E-09,-2.72055E-09,1.29081E-08,2.08989E-09,-2.44165E-09,8.18415E-09,5.38445E-09,-1.61365E-09,1.51088E-08,8.48412E-10,-2.80466E-09,6.6484E-09,2.19283E-09,-2.07E-09,9.58816E-09
Republic of Moldova,1.10355E-09,-4.91271E-10,3.31835E-09,4.95961E-10,-2.73633E-09,5.18268E-09,7.48701E-10,-2.96865E-09,5.53945E-09,1.72953E-09,-3.82023E-09,8.74117E-09,4.76743E-10,-2.70221E-09,4.08556E-09,4.04723E-10,-2.70329E-09,4.78779E-09,7.18656E-10,-3.90599E-10,2.181E-09,9.49854E-10,-2.13957E-09,4.87412E-09,3.86014E-10,-2.58468E-09,2.90091E-09,1.42295E-09,-2.94487E-09,6.40793E-09,1.74957E-10,-6.45941E-10,1.3548E-09,6.45357E-10,-1.3734E-09,3.11754E-09,1.99093E-10,-9.13594E-11,5.70897E-10,1.94794E-10,-4.24083E-10,9.23848E-10,1.11681E-10,-4.98216E-10,6.57633E-10,2.63815E-10,-5.55507E-10,1.05796E-09,3.84765E-11,-1.88491E-10,4.82383E-10,1.35456E-10,-3.92337E-10,8.03174E-10,4.91615E-11,-1.18497E-11,1.67598E-10,4.82255E-11,-1.45581E-10,2.24173E-10,2.53537E-11,-6.55864E-11,1.6223E-10,6.73731E-11,-1.52308E-10,2.4084E-10,9.27395E-12,-4.48716E-11,1.13347E-10,2.48592E-11,-6.73707E-11,1.57413E-10
Mayotte,7.36349E-08,-7.07266E-09,1.85295E-07,3.71932E-08,-9.76692E-08,1.97229E-07,4.12483E-08,-9.70531E-08,1.73409E-07,9.23139E-08,-1.73705E-08,2.6879E-07,3.02188E-08,-6.1458E-08,1.33023E-07,3.91635E-08,-5.91236E-08,1.71989E-07,1.97055E-07,-2.27912E-08,5.08024E-07,2.14991E-07,-5.57436E-08,4.90758E-07,9.10404E-08,-2.87409E-07,4.87454E-07,3.14033E-07,1.07008E-07,6.50782E-07,3.17754E-08,-3.06545E-08,2.20683E-07,1.65009E-07,-7.58893E-08,4.73783E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21993E-08,-6.59562E-08,2.31463E-07,9.4596E-08,-4.92883E-08,2.42938E-07,4.75859E-08,-4.46216E-08,2.05466E-07,1.26614E-07,-6.11177E-10,2.96147E-07,2.05063E-08,-6.89414E-08,1.49137E-07,5.15804E-08,-4.89524E-08,2.32038E-07
Mongolia ,5.41516E-10,-1.57172E-09,2.34237E-09,1.50953E-10,-1.45755E-09,2.58475E-09,4.24632E-10,-3.68723E-10,1.46151E-09,6.71202E-10,-1.97255E-09,2.73255E-09,1.63325E-10,-9.72345E-10,1.39783E-09,1.17739E-10,-9.98148E-10,1.98023E-09,4.04905E-10,-1.7275E-09,2.36778E-09,5.24703E-10,-1.9082E-09,3.24852E-09,3.24361E-10,-7.13169E-10,1.59087E-09,7.31008E-10,-2.26153E-09,3.87641E-09,7.5977E-11,-4.10884E-10,8.43664E-10,2.96686E-10,-1.2654E-09,2.24949E-09,1.59743E-11,-3.86995E-11,8.59993E-11,1.50514E-11,-4.34624E-11,8.25957E-11,1.13992E-11,-1.12063E-11,4.48419E-11,2.12503E-11,-5.55673E-11,1.08077E-10,2.49543E-12,-1.92099E-11,3.62219E-11,9.58783E-12,-3.96429E-11,7.86203E-11,1.14565E-11,-3.65337E-11,6.24462E-11,1.06782E-11,-4.75032E-11,6.90018E-11,6.41837E-12,-4.63696E-12,2.22322E-11,1.46956E-11,-5.79083E-11,7.40149E-11,1.73039E-12,-1.66555E-11,2.22093E-11,4.269E-12,-2.17564E-11,3.58427E-11
MONTSERRAT,1.91034E-08,-1.96959E-08,7.7948E-08,7.60634E-09,-3.7795E-08,7.31262E-08,1.23921E-08,-2.6862E-08,6.21959E-08,2.64672E-08,-2.6654E-08,9.58195E-08,8.11965E-09,-2.21119E-08,5.22514E-08,7.8109E-09,-2.958E-08,6.07944E-08,4.37491E-08,-3.37113E-08,1.85554E-07,5.59148E-08,-4.18712E-08,1.92299E-07,2.7175E-08,-8.46682E-08,1.67204E-07,8.40244E-08,-5.68275E-08,2.57776E-07,1.01674E-08,-1.24323E-08,7.63273E-08,3.70632E-08,-3.4839E-08,1.65805E-07,3.4778E-08,-4.08958E-08,1.46896E-07,3.37645E-08,-4.48566E-08,1.55406E-07,2.18521E-08,-4.06798E-08,1.06596E-07,4.58212E-08,-5.6057E-08,1.68125E-07,6.49161E-09,-2.87899E-08,7.74609E-08,2.3811E-08,-3.09031E-08,1.30728E-07,5.62146E-09,-3.86059E-09,2.06395E-08,5.52651E-09,-2.71109E-09,2.06293E-08,2.88891E-09,-2.42136E-09,1.49571E-08,7.38014E-09,-4.6749E-11,2.1364E-08,1.17345E-09,-3.27793E-09,1.1858E-08,2.87653E-09,-3.15031E-09,1.62869E-08
Malawi,1.22667E-09,-1.64578E-09,6.85136E-09,5.1646E-10,-3.29404E-09,7.64846E-09,9.61937E-10,-1.77871E-09,5.56382E-09,2.01035E-09,-3.66081E-09,9.51568E-09,5.41913E-10,-2.05242E-09,4.52377E-09,3.86953E-10,-2.50845E-09,5.70462E-09,9.77625E-10,-1.76422E-09,6.48335E-09,1.34935E-09,-3.022E-09,8.47629E-09,7.71728E-10,-2.57517E-09,5.51383E-09,2.21735E-09,-4.55806E-09,1.07498E-08,2.41277E-10,-7.64554E-10,2.6871E-09,8.43229E-10,-2.32995E-09,6.3786E-09,2.54872E-09,-3.1724E-09,1.22353E-08,2.48715E-09,-4.6116E-09,1.46105E-08,1.72137E-09,-2.9728E-09,1.05338E-08,3.53348E-09,-5.07723E-09,1.69837E-08,5.46861E-10,-2.32153E-09,7.04598E-09,1.76682E-09,-2.94934E-09,1.36937E-08,1.20182E-10,-2.07247E-10,7.88032E-10,1.15335E-10,-2.67536E-10,8.56469E-10,6.19948E-11,-1.10886E-10,4.47875E-10,1.68824E-10,-3.27069E-10,1.11337E-09,2.82312E-11,-1.37089E-10,3.99211E-10,5.87325E-11,-1.8379E-10,6.3576E-10
The former Yugoslav Republic of Macedonia,3.69765E-09,-2.68172E-09,1.11997E-08,1.97178E-09,-9.1515E-09,1.60576E-08,2.35574E-09,-1.03161E-08,2.08173E-08,5.83768E-09,-1.54866E-08,3.08628E-08,1.7248E-09,-8.54146E-09,1.20624E-08,1.3059E-09,-1.11195E-08,1.4882E-08,9.12345E-10,-8.65137E-10,2.19622E-09,1.21803E-09,-9.38993E-10,4.88065E-09,4.88645E-10,-2.45702E-09,3.0139E-09,1.7485E-09,-1.6894E-09,7.64049E-09,2.31841E-10,-2.31475E-10,1.66102E-09,8.3305E-10,-7.31455E-10,3.45943E-09,9.07061E-10,-6.83484E-10,3.21232E-09,9.55381E-10,-9.4849E-10,4.12551E-09,5.82143E-10,-1.36894E-09,3.52866E-09,1.27781E-09,-1.5138E-09,4.61701E-09,1.93655E-10,-7.04964E-10,2.35815E-09,6.39394E-10,-1.15478E-09,3.59165E-09,1.35401E-09,-8.96476E-10,4.27855E-09,1.37388E-09,-1.61283E-09,5.86893E-09,6.8281E-10,-1.45916E-09,3.75246E-09,1.82189E-09,-2.87466E-09,6.2486E-09,2.9162E-10,-9.21573E-10,3.12877E-09,7.06959E-10,-1.56743E-09,3.8927E-09
Mali,9.84581E-11,-3.19998E-10,9.13095E-10,2.97373E-11,-4.05314E-10,9.09605E-10,8.31733E-11,-8.55366E-11,6.59148E-10,1.56479E-10,-4.77605E-10,1.40201E-09,2.54542E-11,-1.96806E-10,5.01016E-10,1.92304E-11,-2.35646E-10,5.41984E-10,6.88077E-11,-3.38631E-10,8.1682E-10,9.57789E-11,-4.06676E-10,1.13334E-09,6.21714E-11,-1.39354E-10,7.09983E-10,1.60529E-10,-7.18138E-10,1.61732E-09,1.31869E-11,-6.45685E-11,3.0637E-10,4.84374E-11,-2.00723E-10,7.28417E-10,1.34056E-11,-2.46771E-11,1.5226E-10,1.17869E-11,-3.83414E-11,1.54877E-10,8.8896E-12,-1.83608E-11,1.38588E-10,1.8811E-11,-3.9084E-11,1.90318E-10,2.09056E-12,-2.00234E-11,9.39716E-11,8.31984E-12,-2.62338E-11,1.48731E-10,6.15128E-11,-3.01638E-10,6.62718E-10,5.68957E-11,-3.31335E-10,7.64906E-10,3.72441E-11,-2.93533E-11,2.69361E-10,8.40766E-11,-4.28133E-10,8.48586E-10,7.20329E-12,-6.04819E-11,2.10716E-10,1.94491E-11,-7.42857E-11,2.77907E-10
MONACO,1.24793E-09,-5.57496E-10,6.20241E-09,7.32326E-10,-1.50016E-09,6.29845E-09,8.92886E-10,-1.47314E-09,6.39384E-09,2.14379E-09,-2.90307E-10,6.99547E-09,6.00331E-10,-1.01143E-09,5.03533E-09,5.09629E-10,-1.68449E-09,5.20184E-09,2.9705E-10,-8.43677E-11,1.11811E-09,3.95239E-10,-3.80989E-11,1.04147E-09,1.62162E-10,-3.69506E-10,1.02926E-09,5.88843E-10,1.42957E-10,1.29488E-09,7.43414E-11,-4.80051E-11,5.68233E-10,2.51904E-10,-1.41897E-10,9.78557E-10,2.72665E-09,-1.71487E-09,1.21447E-08,3.15775E-09,-1.05776E-09,1.30815E-08,1.79817E-09,-2.4051E-09,1.24099E-08,4.08794E-09,-3.772E-10,1.26216E-08,6.51913E-10,-1.4824E-09,7.99844E-09,2.09239E-09,-1.26572E-09,1.14382E-08,9.26672E-10,-4.71363E-10,3.94366E-09,1.02133E-09,-3.22977E-10,4.14909E-09,4.89759E-10,-3.58781E-10,2.94291E-09,1.34446E-09,-1.30655E-10,3.89762E-09,2.09086E-10,-4.68166E-10,2.43687E-09,4.92853E-10,-5.84864E-10,2.94453E-09
