Country name,MedianAnnual cropsMammals,lower 95%Annual cropsMammals,upper 95%Annual cropsMammals,MedianPermanent cropsMammals,lower 95%Permanent cropsMammals,upper 95%Permanent cropsMammals,MedianPastureMammals,lower 95%PastureMammals,upper 95%PastureMammals,MedianUrbanMammals,lower 95%UrbanMammals,upper 95%UrbanMammals,MedianExtensive forestryMammals,lower 95%Extensive forestryMammals,upper 95%Extensive forestryMammals,MedianIntensive forestryMammals,lower 95%Intensive forestryMammals,upper 95%Intensive forestryMammals,MedianAnnual cropsBirds,lower 95%Annual cropsBirds,upper 95%Annual cropsBirds,MedianPermanent cropsBirds,lower 95%Permanent cropsBirds,upper 95%Permanent cropsBirds,MedianPastureBirds,lower 95%PastureBirds,upper 95%PastureBirds,MedianUrbanBirds,lower 95%UrbanBirds,upper 95%UrbanBirds,MedianExtensive forestryBirds,lower 95%Extensive forestryBirds,upper 95%Extensive forestryBirds,MedianIntensive forestryBirds,lower 95%Intensive forestryBirds,upper 95%Intensive forestryBirds,MedianAnnual cropsAmphibians,lower 95%Annual cropsAmphibians,upper 95%Annual cropsAmphibians,MedianPermanent cropsAmphibians,lower 95%Permanent cropsAmphibians,upper 95%Permanent cropsAmphibians,MedianPastureAmphibians,lower 95%PastureAmphibians,upper 95%PastureAmphibians,MedianUrbanAmphibians,lower 95%UrbanAmphibians,upper 95%UrbanAmphibians,MedianExtensive forestryAmphibians,lower 95%Extensive forestryAmphibians,upper 95%Extensive forestryAmphibians,MedianIntensive forestryAmphibians,lower 95%Intensive forestryAmphibians,upper 95%Intensive forestryAmphibians,MedianAnnual cropsReptiles,lower 95%Annual cropsReptiles,upper 95%Annual cropsReptiles,MedianPermanent cropsReptiles,lower 95%Permanent cropsReptiles,upper 95%Permanent cropsReptiles,MedianPastureReptiles,lower 95%PastureReptiles,upper 95%PastureReptiles,MedianUrbanReptiles,lower 95%UrbanReptiles,upper 95%UrbanReptiles,MedianExtensive forestryReptiles,lower 95%Extensive forestryReptiles,upper 95%Extensive forestryReptiles,MedianIntensive forestryReptiles,lower 95%Intensive forestryReptiles,upper 95%Intensive forestryReptiles
Dominica,1.45828E-08,-2.23459E-09,5.23738E-08,7.01824E-09,-1.90886E-08,4.66189E-08,8.50079E-09,-1.79426E-08,4.51081E-08,1.8952E-08,1.59852E-09,5.68354E-08,5.97134E-09,-1.42338E-08,3.2575E-08,6.71214E-09,-1.35246E-08,4.21659E-08,1.53988E-07,-5.0012E-09,3.93118E-07,1.58643E-07,-2.30427E-08,3.88306E-07,5.64331E-08,-2.02915E-07,3.67193E-07,2.28663E-07,1.01079E-07,4.80835E-07,2.32215E-08,-1.35693E-08,1.93975E-07,1.16436E-07,-5.21577E-08,3.64435E-07,8.18353E-08,-4.35491E-08,2.72272E-07,7.95291E-08,-3.68433E-08,2.39655E-07,4.37525E-08,-1.01308E-07,2.11271E-07,1.03254E-07,1.49964E-08,2.6905E-07,1.64341E-08,-4.64568E-08,1.68517E-07,5.60756E-08,-2.9793E-08,2.46827E-07,1.65472E-08,-8.76066E-09,5.55065E-08,1.6059E-08,-7.44127E-09,4.87828E-08,8.03656E-09,-7.35791E-09,4.23036E-08,2.13196E-08,3.05049E-09,5.49499E-08,3.38073E-09,-9.27661E-09,3.45554E-08,8.1172E-09,-8.54652E-09,4.13401E-08
JARVIS_ISLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,2.67585E-09,-1.21925E-09,8.30642E-09,1.42356E-09,-4.25186E-09,8.44758E-09,1.81877E-09,-4.09502E-09,8.09677E-09,3.84097E-09,-2.74872E-09,1.18192E-08,1.16084E-09,-3.17665E-09,6.40481E-09,1.14737E-09,-3.26704E-09,7.6804E-09,1.2366E-08,-4.56904E-09,3.6358E-08,1.50575E-08,-5.54767E-09,4.21468E-08,6.57257E-09,-2.76909E-08,4.14044E-08,2.2426E-08,-4.77343E-09,5.96096E-08,2.57461E-09,-3.01369E-09,1.81238E-08,1.05793E-08,-7.20749E-09,4.37779E-08,4.38713E-08,-3.01983E-08,1.28976E-07,4.59196E-08,-2.86107E-08,1.41028E-07,2.84492E-08,-4.62894E-08,1.31204E-07,5.96128E-08,-3.52324E-08,1.73233E-07,9.23629E-09,-3.22654E-08,8.48588E-08,3.09909E-08,-2.64727E-08,1.44382E-07,5.83965E-09,-4.63438E-09,1.5532E-08,5.98613E-09,-2.84797E-09,1.65001E-08,2.94897E-09,-2.88374E-09,1.36073E-08,7.66122E-09,-1.20845E-09,2.02409E-08,1.15257E-09,-4.02392E-09,1.03803E-08,3.03716E-09,-3.32708E-09,1.48701E-08
Ecuador,7.19794E-09,-2.56403E-08,3.52662E-08,3.28509E-09,-1.86528E-08,2.88008E-08,4.82645E-09,-1.91973E-08,2.08424E-08,9.22964E-09,-3.67563E-08,4.99685E-08,2.87893E-09,-1.21098E-08,2.27315E-08,2.97722E-09,-1.92442E-08,2.93732E-08,1.55371E-08,-5.79872E-08,8.25846E-08,1.68854E-08,-5.92164E-08,9.33212E-08,1.04627E-08,-5.07868E-08,5.66904E-08,2.49983E-08,-9.12731E-08,1.37976E-07,2.50153E-09,-1.18172E-08,2.10082E-08,1.18503E-08,-4.14268E-08,7.48252E-08,4.49292E-08,-2.03319E-07,1.93724E-07,4.23137E-08,-1.33351E-07,2.31156E-07,3.09127E-08,-9.44966E-08,1.30095E-07,5.79987E-08,-2.04198E-07,3.26845E-07,9.488E-09,-5.67609E-08,9.64742E-08,3.0137E-08,-1.20277E-07,2.05526E-07,2.38407E-09,-4.01761E-09,9.0876E-09,2.28328E-09,-3.73978E-09,8.80761E-09,1.28998E-09,-1.8407E-09,5.20734E-09,3.06833E-09,-4.73842E-09,1.35962E-08,5.27659E-10,-2.17612E-09,4.32489E-09,1.23667E-09,-2.89086E-09,7.08961E-09
Egypt,1.92722E-10,-4.14929E-10,7.95809E-10,8.79945E-11,-4.00169E-10,8.841E-10,1.57877E-10,-1.26407E-10,4.85843E-10,3.21292E-10,-5.74062E-10,1.17184E-09,6.24241E-11,-2.3681E-10,3.83328E-10,5.20483E-11,-2.35943E-10,4.82374E-10,2.44995E-11,-2.93833E-10,3.14518E-10,4.04894E-11,-3.18835E-10,4.42547E-10,4.70542E-11,-1.23194E-11,1.08676E-10,8.53106E-11,-8.94453E-10,8.59561E-10,3.88311E-12,-1.03559E-11,3.19589E-11,1.3702E-11,-2.50801E-11,8.69004E-11,1.95859E-11,-1.57656E-11,5.5878E-11,1.98917E-11,-1.4216E-11,5.82854E-11,1.30196E-11,-1.05883E-11,4.28616E-11,2.75602E-11,-9.40158E-12,6.19698E-11,3.55145E-12,-1.31601E-11,2.65198E-11,1.23773E-11,-7.69512E-12,4.72432E-11,6.27027E-11,-3.55151E-10,5.70454E-10,6.09719E-11,-4.06856E-10,6.40155E-10,4.67575E-11,-9.81137E-12,1.06251E-10,9.70448E-11,-6.83771E-10,8.51917E-10,6.63888E-12,-6.14915E-11,7.98855E-11,1.72147E-11,-6.67528E-11,1.26047E-10
Ireland,2.54947E-10,-2.08931E-10,9.08023E-10,8.64648E-11,-5.77787E-10,8.93025E-10,1.88947E-10,-2.73877E-10,7.9276E-10,3.8122E-10,-5.86116E-10,1.16456E-09,8.94544E-11,-4.0607E-10,5.82268E-10,7.31189E-11,-3.90849E-10,7.07635E-10,7.50633E-10,-1.65286E-09,3.26223E-09,9.63356E-10,-2.61137E-09,3.61325E-09,5.6724E-10,-1.85518E-09,3.11058E-09,1.52916E-09,-3.95583E-09,5.53352E-09,1.62504E-10,-4.96409E-10,1.39954E-09,6.22693E-10,-1.51865E-09,3.15409E-09,6.11178E-11,-5.98644E-11,2.05256E-10,5.62315E-11,-8.97091E-11,2.0562E-10,4.0841E-11,-5.10949E-11,1.96603E-10,8.07349E-11,-9.51746E-11,2.40671E-10,1.08308E-11,-5.10323E-11,1.10483E-10,4.05095E-11,-5.90906E-11,1.87856E-10,5.0437E-12,-7.85429E-12,1.58315E-11,4.84597E-12,-8.03019E-12,1.54455E-11,2.76423E-12,-1.85293E-12,1.13201E-11,6.7403E-12,-8.60685E-12,1.81754E-11,9.83058E-13,-5.0315E-12,8.67248E-12,2.6482E-12,-5.05949E-12,1.26347E-11
Equatorial Guinea,4.44286E-09,-1.28939E-08,1.9883E-08,1.8542E-09,-1.28918E-08,1.65727E-08,2.55025E-09,-1.04488E-08,1.82653E-08,5.54882E-09,-2.00633E-08,2.79709E-08,2.0398E-09,-9.07653E-09,7.71912E-09,2.24775E-09,-6.96713E-09,1.34783E-08,3.5179E-09,-9.16119E-09,1.31739E-08,3.692E-09,-1.05177E-08,1.61818E-08,1.71766E-09,-1.61953E-08,1.64493E-08,5.33428E-09,-1.58043E-08,2.57404E-08,5.93128E-10,-1.57199E-09,3.63381E-09,2.7058E-09,-7.49075E-09,1.33557E-08,6.78752E-09,-1.40971E-08,3.11404E-08,6.26754E-09,-2.04057E-08,3.85173E-08,4.14595E-09,-1.97393E-08,2.42177E-08,8.61812E-09,-2.41525E-08,5.0915E-08,1.6592E-09,-1.38183E-08,9.60422E-09,4.98458E-09,-9.93443E-09,2.80765E-08,7.17969E-10,-1.00949E-09,2.90931E-09,6.69944E-10,-1.66958E-09,3.52368E-09,3.46205E-10,-1.01481E-09,1.86865E-09,9.06892E-10,-2.44051E-09,4.82033E-09,1.82026E-10,-1.06352E-09,1.07844E-09,3.7971E-10,-7.72291E-10,2.10599E-09
Estonia,5.55011E-10,-4.74478E-10,1.30771E-09,2.13758E-10,-1.10906E-09,2.32288E-09,3.53085E-10,-1.30004E-09,1.46391E-09,7.57358E-10,-1.97086E-09,3.72831E-09,2.51401E-10,-1.04563E-09,1.1167E-09,1.78009E-10,-1.04438E-09,1.53686E-09,7.95842E-10,-7.12556E-10,1.5326E-09,9.49369E-10,-5.97616E-10,4.77349E-09,4.36444E-10,-3.6158E-09,1.94328E-09,1.38665E-09,-1.88813E-10,6.02457E-09,1.89605E-10,-2.80754E-10,1.00992E-09,6.60769E-10,-8.71187E-10,3.04068E-09,1.32789E-10,-9.48287E-11,3.01356E-10,1.18259E-10,-1.84519E-10,5.82894E-10,7.24653E-11,-2.76917E-10,3.248E-10,1.61498E-10,-4.11703E-10,5.84979E-10,3.03677E-11,-1.21321E-10,2.29227E-10,8.78092E-11,-1.70412E-10,4.13117E-10,1.23586E-11,-1.53471E-11,2.43153E-11,1.13657E-11,-1.84174E-11,5.06209E-11,5.85617E-12,-1.08159E-11,2.76142E-11,1.52667E-11,-2.63891E-11,6.40283E-11,2.82519E-12,-1.10138E-11,1.68653E-11,6.26142E-12,-7.96121E-12,3.51153E-11
Eritrea,7.4013E-10,-1.82528E-09,4.04263E-09,2.51798E-10,-2.03649E-09,4.20435E-09,5.98894E-10,-7.26165E-10,2.5462E-09,1.12621E-09,-2.74402E-09,5.74381E-09,2.67636E-10,-1.57846E-09,2.78826E-09,2.77613E-10,-1.52401E-09,3.60495E-09,6.3229E-10,-2.93451E-09,3.95681E-09,8.17195E-10,-3.67252E-09,5.16827E-09,5.45617E-10,-1.29528E-09,2.67209E-09,1.27134E-09,-6.10964E-09,7.84695E-09,1.17016E-10,-6.63498E-10,1.58859E-09,5.1459E-10,-2.94718E-09,4.48372E-09,2.23468E-10,-2.55755E-10,1.10256E-09,2.13979E-10,-4.31429E-10,1.43752E-09,1.51873E-10,-3.15301E-10,9.71981E-10,3.02044E-10,-4.90949E-10,1.71273E-09,4.35785E-11,-2.26124E-10,6.78279E-10,1.50181E-10,-2.84885E-10,1.25577E-09,1.9363E-10,-1.00263E-09,1.35172E-09,1.85909E-10,-1.15192E-09,1.82846E-09,1.26143E-10,-2.51825E-11,4.19356E-10,2.76286E-10,-1.56625E-09,2.05327E-09,3.80318E-11,-5.66901E-10,5.87613E-10,9.77867E-11,-6.63071E-10,1.17748E-09
El Salvador,6.54796E-09,-4.35157E-09,1.60545E-08,3.26214E-09,-1.298E-08,1.94257E-08,4.04716E-09,-1.06366E-08,2.153E-08,9.51163E-09,-6.92063E-09,3.5075E-08,2.85817E-09,-1.18997E-08,1.33188E-08,2.36989E-09,-9.3536E-09,2.07567E-08,6.42773E-09,-3.31003E-09,1.47319E-08,8.28258E-09,-1.70516E-09,2.10313E-08,3.37189E-09,-1.63937E-08,1.77893E-08,1.21387E-08,4.2439E-09,2.93638E-08,1.55476E-09,-1.60073E-09,8.6227E-09,5.66055E-09,-3.10765E-09,2.04159E-08,2.79131E-08,-2.74878E-08,6.25109E-08,2.80336E-08,-1.83125E-08,9.43365E-08,1.58085E-08,-4.47163E-08,8.69665E-08,3.63085E-08,-1.10205E-08,1.27683E-07,6.10372E-09,-2.7833E-08,4.59809E-08,1.98926E-08,-1.86384E-08,1.05932E-07,7.44185E-09,-8.45043E-09,1.71761E-08,7.3435E-09,-4.74907E-09,2.47392E-08,3.56795E-09,-4.82658E-09,1.91462E-08,9.61549E-09,-2.57788E-09,3.49257E-08,1.62357E-09,-7.81328E-09,1.24932E-08,3.82806E-09,-4.2898E-09,2.22482E-08
Ethiopia,1.35939E-09,-1.33697E-09,7.77481E-09,5.51736E-10,-2.84592E-09,7.56392E-09,1.00768E-09,-1.81322E-09,6.65794E-09,2.13259E-09,-2.12374E-09,9.37604E-09,5.52534E-10,-1.76023E-09,5.68147E-09,5.12837E-10,-2.32897E-09,6.18406E-09,1.07589E-09,-2.46587E-09,6.79621E-09,1.35132E-09,-2.98683E-09,8.67702E-09,7.83441E-10,-2.31819E-09,5.78038E-09,2.06845E-09,-4.84957E-09,1.19154E-08,2.07609E-10,-7.16962E-10,2.657E-09,8.70168E-10,-2.88454E-09,6.90651E-09,7.40446E-10,-6.329E-10,4.01797E-09,7.29234E-10,-1.35018E-09,5.00594E-09,4.96382E-10,-9.49122E-10,4.04436E-09,1.0403E-09,-1.44391E-09,5.57894E-09,1.48896E-10,-7.25448E-10,2.67208E-09,5.15915E-10,-8.58759E-10,4.52667E-09,1.94622E-10,-4.41685E-10,1.33913E-09,1.89613E-10,-5.86156E-10,1.52603E-09,1.13596E-10,-8.03697E-11,7.07077E-10,2.71481E-10,-7.5499E-10,1.85031E-09,3.87466E-11,-3.16447E-10,6.97325E-10,9.62415E-11,-4.30356E-10,9.96133E-10
Czech Republic,1.38664E-09,-1.27158E-09,3.47947E-09,6.26485E-10,-3.53632E-09,5.16952E-09,9.30736E-10,-3.08381E-09,5.36463E-09,2.15477E-09,-2.83572E-09,9.32311E-09,6.27257E-10,-3.0316E-09,4.14041E-09,5.5627E-10,-2.58018E-09,4.70989E-09,7.0098E-10,-5.54651E-10,1.74925E-09,9.29104E-10,-7.74766E-10,3.25743E-09,3.70127E-10,-1.73096E-09,2.1093E-09,1.35271E-09,-6.21795E-10,4.44313E-09,1.74494E-10,-2.97874E-10,1.05096E-09,6.51455E-10,-5.81712E-10,2.25467E-09,4.91383E-10,-5.10879E-10,1.30033E-09,4.86431E-10,-6.73304E-10,1.9617E-09,2.77731E-10,-1.01002E-09,1.51146E-09,6.62804E-10,-6.9298E-10,2.4039E-09,1.06965E-10,-3.94431E-10,1.04891E-09,3.5248E-10,-4.8878E-10,1.90378E-09,1.56131E-10,-1.67029E-10,3.65167E-10,1.53978E-10,-1.88774E-10,6.90792E-10,7.87646E-11,-1.46249E-10,3.68472E-10,2.10271E-10,-2.6113E-10,7.51948E-10,3.39845E-11,-1.21282E-10,3.02331E-10,8.50484E-11,-1.2401E-10,4.41635E-10
French Guiana,1.09966E-09,-1.42603E-08,1.07268E-08,4.15326E-10,-9.88831E-09,8.01543E-09,6.52792E-10,-7.7429E-09,8.87455E-09,1.44548E-09,-1.67201E-08,1.58059E-08,7.0397E-10,-1.92538E-09,3.01824E-09,5.20271E-10,-6.72879E-09,9.28408E-09,2.92319E-09,-1.31951E-08,2.31882E-08,3.07351E-09,-1.94042E-08,2.55648E-08,1.47199E-09,-2.63396E-08,2.08757E-08,4.5202E-09,-2.76314E-08,4.37229E-08,5.70102E-10,-1.45059E-09,2.81296E-09,2.22404E-09,-1.34291E-08,1.79628E-08,1.98724E-09,-2.57674E-08,3.16902E-08,1.92232E-09,-2.44833E-08,3.08522E-08,1.29935E-09,-1.8449E-08,3.65551E-08,2.9491E-09,-4.16838E-08,4.02841E-08,8.62602E-10,-8.34077E-09,6.05085E-09,1.43159E-09,-2.22189E-08,3.13445E-08,1.55867E-10,-1.48099E-09,2.47693E-09,1.46095E-10,-1.91646E-09,1.68904E-09,7.75887E-11,-9.90881E-10,8.36461E-10,2.10476E-10,-2.29094E-09,2.6696E-09,6.22029E-11,-3.06101E-10,3.78779E-10,8.28974E-11,-1.03567E-09,1.15305E-09
Finland,3.89162E-10,-2.22607E-09,3.38282E-09,1.60885E-10,-1.74534E-09,3.1986E-09,2.40841E-10,-2.24445E-09,2.73687E-09,5.79526E-10,-2.81708E-09,6.27288E-09,2.62758E-10,-7.16336E-10,8.16573E-10,1.34399E-10,-1.71516E-09,2.25006E-09,9.12082E-10,-9.95293E-10,3.23631E-09,1.11207E-09,-5.16965E-10,5.02321E-09,4.65236E-10,-3.79693E-09,3.20099E-09,1.62116E-09,2.83405E-10,6.53359E-09,2.38951E-10,-3.88614E-10,6.14755E-10,7.72274E-10,-8.73446E-10,3.31545E-09,5.337E-11,-2.88796E-10,5.73152E-10,5.00531E-11,-2.51552E-10,5.45763E-10,3.13512E-11,-3.28189E-10,4.30869E-10,6.91524E-11,-3.96001E-10,7.75614E-10,1.7709E-11,-1.65606E-10,1.03647E-10,3.85801E-11,-3.13061E-10,4.32199E-10,9.7124E-12,-6.79474E-11,7.49784E-11,8.90008E-12,-6.56112E-11,6.9909E-11,4.81895E-12,-4.917E-11,4.6938E-11,1.25983E-11,-1.05547E-10,1.11631E-10,3.47804E-12,-1.93538E-11,2.35463E-11,5.28335E-12,-3.95367E-11,4.97181E-11
Fiji,1.18923E-08,-4.28791E-08,5.59832E-08,5.15067E-09,-2.76562E-08,4.19405E-08,6.06484E-09,-2.9028E-08,4.31326E-08,1.53271E-08,-5.11169E-08,5.85345E-08,6.05323E-09,-1.17886E-08,2.42147E-08,7.03787E-09,-1.96775E-08,2.59887E-08,3.96576E-08,-4.31613E-09,9.31842E-08,4.30388E-08,-8.1217E-09,9.6654E-08,1.62956E-08,-6.58514E-08,9.01125E-08,6.26746E-08,3.00765E-08,1.30417E-07,6.85567E-09,-5.65102E-09,4.0273E-08,3.22261E-08,-1.89687E-08,6.95087E-08,4.30759E-09,-6.39699E-09,1.6631E-08,4.00692E-09,-5.55331E-09,1.6662E-08,2.2133E-09,-8.30046E-09,1.4478E-08,5.46665E-09,-7.91367E-09,2.56503E-08,1.03403E-09,-4.91958E-09,8.15922E-09,3.27394E-09,-4.06406E-09,1.08748E-08,3.55786E-08,-8.27291E-08,1.73358E-07,3.27739E-08,-9.27223E-08,1.71163E-07,1.70132E-08,-4.11148E-08,1.10533E-07,4.52755E-08,-1.19813E-07,2.50701E-07,9.35169E-09,-4.89215E-08,7.04131E-08,2.13126E-08,-3.29414E-08,8.93633E-08
Falkland Islands (malvinas) *,1.91183E-09,-4.37597E-09,6.27475E-09,3.17635E-10,-4.19651E-09,6.22E-09,1.37778E-09,8.76546E-11,3.67873E-09,2.81704E-09,-5.87167E-09,8.97334E-09,4.32567E-10,-3.16142E-09,4.23231E-09,3.0735E-10,-2.73296E-09,6.3267E-09,1.54714E-09,-6.33707E-09,7.24406E-09,1.79825E-09,-6.57027E-09,7.83467E-09,1.02152E-09,4.48115E-11,3.75868E-09,3.1686E-09,-9.25103E-09,1.09362E-08,2.01436E-10,-1.15805E-09,2.8836E-09,8.79309E-10,-4.38943E-09,6.82192E-09,1.11804E-09,-2.03508E-09,4.84278E-09,1.11886E-09,-2.36331E-09,4.18361E-09,8.10006E-10,4.8113E-11,2.27496E-09,1.71601E-09,-2.66882E-09,5.85591E-09,1.09709E-10,-1.47701E-09,2.22698E-09,6.85043E-10,-1.90652E-09,4.13597E-09,1.07306E-09,-4.34697E-09,6.03949E-09,1.01868E-09,-3.91803E-09,5.46766E-09,6.14751E-10,1.07856E-10,1.79596E-09,1.48858E-09,-5.53301E-09,5.91851E-09,1.91262E-10,-1.74119E-09,2.33771E-09,4.75224E-10,-2.95607E-09,4.06085E-09
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58437E-10,-2.76179E-09,3.76839E-09,1.97771E-09,-5.75703E-09,1.19512E-08,2.03877E-10,-8.80055E-10,2.65417E-09,7.84506E-10,-2.42008E-09,5.556E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17846E-07,2.54707E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77242E-11,2.591E-12,3.2916E-09,0,0,0,0,0,0,0,0,0
France,1.63378E-09,-1.79898E-09,5.19728E-09,7.3087E-10,-3.96697E-09,5.81258E-09,1.13782E-09,-3.25613E-09,5.26866E-09,2.49099E-09,-4.1241E-09,8.71522E-09,7.45558E-10,-2.76788E-09,4.21514E-09,6.14708E-10,-2.49372E-09,5.21398E-09,8.31338E-10,-9.16496E-10,2.62398E-09,1.11173E-09,-9.0942E-10,3.60295E-09,5.00894E-10,-1.94779E-09,2.71212E-09,1.63616E-09,-5.62852E-10,5.05447E-09,2.11393E-10,-3.00673E-10,1.23934E-09,7.52582E-10,-8.36095E-10,2.7526E-09,1.5992E-09,-1.68902E-09,5.57291E-09,1.5579E-09,-2.64316E-09,6.53931E-09,9.95704E-10,-2.68729E-09,4.8966E-09,2.13288E-09,-2.80143E-09,7.7875E-09,3.59671E-10,-1.42212E-09,2.97035E-09,1.12627E-09,-1.71965E-09,5.99308E-09,1.26759E-09,-1.31741E-09,4.25009E-09,1.19699E-09,-1.60942E-09,4.8188E-09,6.4803E-10,-8.33184E-10,2.95666E-09,1.60496E-09,-1.86996E-09,6.9468E-09,2.89176E-10,-1.4414E-09,1.69933E-09,6.53926E-10,-1.18417E-09,3.47871E-09
French Southern & Antarctic Lands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76372E-13,1.97461E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,2.89903E-10,-3.9437E-10,2.25451E-09,1.10674E-10,-8.24132E-10,2.19576E-09,2.08593E-10,-7.41397E-10,1.95298E-09,4.46113E-10,-8.68036E-10,3.30818E-09,1.15535E-10,-6.19194E-10,1.48949E-09,7.53172E-11,-6.9471E-10,1.76783E-09,2.52889E-10,-4.7861E-10,1.97455E-09,3.25438E-10,-9.59657E-10,2.91945E-09,1.79852E-10,-1.10193E-09,2.09056E-09,5.21722E-10,-1.42771E-09,4.2569E-09,5.67584E-11,-2.35471E-10,1.00735E-09,2.00646E-10,-7.13133E-10,2.2946E-09,1.86541E-10,-2.2597E-10,1.2794E-09,1.7604E-10,-3.35272E-10,1.25969E-09,1.14602E-10,-3.70151E-10,9.96123E-10,2.45913E-10,-4.06576E-10,1.76939E-09,3.73079E-11,-2.18942E-10,7.18041E-10,1.2449E-10,-3.03453E-10,1.46571E-09,5.41922E-10,-5.40059E-10,2.99414E-09,5.36877E-10,-5.19431E-10,3.27614E-09,2.75326E-10,-4.52509E-10,1.93811E-09,7.41608E-10,-3.61589E-10,4.79075E-09,1.10485E-10,-6.20483E-10,1.64573E-09,2.76814E-10,-5.29373E-10,2.40492E-09
Gabon,1.97933E-09,-1.87798E-08,1.13349E-08,8.11046E-10,-9.05028E-09,1.04819E-08,1.19895E-09,-1.01675E-08,9.89742E-09,2.5807E-09,-2.27571E-08,1.3783E-08,1.045E-09,-3.75662E-09,5.3783E-09,9.9587E-10,-7.11319E-09,9.01106E-09,2.19058E-09,-5.35879E-09,1.52091E-08,2.33564E-09,-8.03022E-09,1.29817E-08,1.126E-09,-1.4053E-08,1.02187E-08,3.44972E-09,-1.22718E-08,2.41896E-08,4.04376E-10,-1.02998E-09,2.13201E-09,1.77011E-09,-5.01231E-09,1.1409E-08,2.88294E-09,-1.04155E-08,1.80327E-08,2.67223E-09,-1.30038E-08,2.066E-08,1.86309E-09,-1.08422E-08,1.28214E-08,3.72036E-09,-1.6209E-08,2.5007E-08,7.68847E-10,-6.58572E-09,4.92038E-09,2.1525E-09,-6.74689E-09,1.40404E-08,2.29107E-10,-8.42661E-10,1.46822E-09,2.15535E-10,-9.55263E-10,1.4766E-09,1.16611E-10,-4.44709E-10,8.81749E-10,2.98745E-10,-1.26063E-09,2.12223E-09,6.43072E-11,-4.4508E-10,3.6704E-10,1.25504E-10,-4.87992E-10,9.2845E-10
Georgia,1.24801E-08,-1.25729E-08,3.46041E-08,4.87071E-09,-4.04716E-08,5.58923E-08,8.73634E-09,-3.099E-08,3.75163E-08,1.6596E-08,-7.03587E-08,8.5554E-08,5.0924E-09,-2.57276E-08,3.00424E-08,3.55895E-09,-4.16058E-08,3.19701E-08,1.98277E-09,-4.15752E-09,9.25506E-09,2.21055E-09,-8.76469E-09,1.30586E-08,1.35828E-09,-8.99511E-09,8.84692E-09,3.21933E-09,-1.28071E-08,2.05273E-08,4.29894E-10,-1.95167E-09,3.00441E-09,1.53367E-09,-6.3707E-09,9.92846E-09,1.79199E-09,-1.8301E-09,4.32837E-09,1.60405E-09,-2.25251E-09,8.0128E-09,1.0822E-09,-3.08545E-09,3.70945E-09,2.14071E-09,-3.73695E-09,8.41209E-09,3.72011E-10,-1.50593E-09,2.86957E-09,1.16947E-09,-1.94718E-09,6.62021E-09,1.59183E-08,-1.64683E-08,3.08909E-08,1.46821E-08,-2.50248E-08,5.81399E-08,8.07202E-09,-9.73103E-09,2.80418E-08,1.94028E-08,-2.21569E-08,8.15172E-08,3.25892E-09,-1.46582E-08,2.46181E-08,7.75883E-09,-1.46496E-08,4.13375E-08
